ts,hr,spo2,temp,red,ir,green,battery
1761033547710,86,97,36.85,360,514,260,60
1761033547730,80,97,36.59,164,626,903,84
1761033547750,90,98,37.12,487,124,185,73
1761033547770,83,96,36.17,573,587,461,92
1761033547789,94,96,36.15,630,372,27,70
1761033547810,93,98,36.26,770,178,192,64
1761033547830,68,97,36.17,857,186,58,72
1761033547851,80,99,36.83,246,821,91,93
1761033547869,87,96,36.49,725,890,197,67
1761033547890,98,97,36.54,709,323,543,88
1761033547909,99,97,36.61,384,928,361,78
1761033547930,92,97,36.39,175,437,734,64
1761033547950,93,96,36.49,321,740,85,74
1761033547969,78,99,36.8,802,705,739,82
1761033547990,74,97,36.08,99,498,828,73
1761033548010,89,96,37.11,816,174,912,74
1761033548029,90,100,36.95,287,376,907,69
1761033548050,93,98,36.9,721,319,868,91
1761033548070,92,100,36.72,931,340,29,92
1761033548090,69,98,36.17,562,976,773,57
1761033548110,96,96,37.18,766,434,167,93
1761033548131,79,97,37.15,956,420,964,92
1761033548150,61,98,36.95,78,738,372,72
1761033548170,79,100,37.18,868,673,372,95
1761033548190,85,95,36.53,157,927,652,80
1761033548210,91,98,36.08,710,539,652,67
1761033548230,68,98,36.83,221,160,106,65
1761033548250,73,97,36.62,298,283,682,92
1761033548270,98,98,37.11,848,79,754,56
1761033548290,70,99,36.39,922,266,729,65
1761033548310,74,95,37.04,963,268,200,90
1761033548330,97,97,36.42,21,951,70,52
1761033548350,73,97,37.02,5,464,639,61
1761033548371,94,97,36.86,151,631,416,90
1761033548390,72,99,36.58,993,411,582,60
1761033548410,82,100,36.13,622,25,960,72
1761033548430,96,96,36.09,385,382,790,55
1761033548450,71,99,36.47,115,726,640,98
1761033548470,86,96,37.16,951,355,819,99
1761033548490,99,99,36.37,731,558,113,69
1761033548510,85,98,36.49,561,952,384,69
1761033548530,78,98,36.83,744,381,454,83
1761033548550,91,99,36.56,234,97,121,52
1761033548570,94,97,36.28,170,580,576,80
1761033548589,87,98,36.93,538,98,230,71
1761033548609,97,100,36.25,782,770,952,78
1761033548630,92,97,37.08,533,495,934,73
1761033548649,62,98,36.26,189,287,444,61
1761033548671,89,95,36.43,791,602,475,74
1761033548689,81,95,37.15,474,144,350,56
1761033548709,89,99,37.13,81,414,678,50
1761033548728,94,96,37.07,784,564,89,92
1761033548749,64,96,36.47,595,936,76,63
1761033548770,64,97,36.63,365,983,4,86
1761033548789,75,98,36.14,0,587,177,87
1761033548810,68,97,36.21,742,687,116,76
1761033548830,72,96,36.09,766,367,486,95
1761033548850,81,97,36.86,825,490,387,69
1761033548870,80,99,36.61,337,186,283,87
1761033548891,62,97,36.78,292,103,553,92
1761033548910,90,99,36.32,541,342,406,62
1761033548929,66,97,36.12,574,791,452,100
1761033548950,95,96,36.7,733,54,557,57
1761033548970,71,98,36.77,68,962,515,71
1761033548991,79,96,36.46,294,974,218,97
1761033549010,70,97,36.59,125,341,419,92
1761033549029,91,96,36.83,524,806,525,73
1761033549050,87,97,36.79,747,210,411,74
1761033549070,66,97,36.9,702,958,646,74
1761033549090,95,98,37.16,543,994,272,50
1761033549109,61,98,36.96,96,848,131,72
1761033549129,94,98,36.53,262,419,926,81
1761033549150,81,98,36.41,481,984,635,60
1761033549170,62,100,36.15,459,91,32,62
1761033549191,85,99,36.65,125,323,574,95
1761033549210,99,98,36.59,741,619,25,59
1761033549229,60,96,36.11,777,515,760,55
1761033549250,84,95,36.34,400,611,299,89
1761033549270,63,98,36.33,768,599,196,84
1761033549290,93,98,36.99,541,44,185,62
1761033549310,65,98,36.25,169,856,615,53
1761033549329,94,95,36.16,519,209,744,91
1761033549349,70,99,36.06,623,891,743,86
1761033549370,96,97,36.01,74,800,98,58
1761033549390,95,99,36.11,838,13,550,88
1761033549410,93,99,37.05,17,531,827,68
1761033549430,67,95,36.52,53,306,338,80
1761033549450,84,99,37.16,761,75,385,99
1761033549470,65,97,36.43,614,549,952,90
1761033549490,99,98,36.2,280,241,435,69
1761033549510,65,96,36.92,15,406,676,80
1761033549530,67,95,36.93,12,668,792,58
1761033549549,95,98,36.23,261,58,716,88
1761033549570,90,97,36.92,384,335,944,75
1761033549590,78,98,36.85,423,842,948,93
1761033549610,60,98,37.08,471,342,155,79
1761033549630,82,99,36.19,308,369,59,81
1761033549650,67,96,36.28,594,606,653,97
1761033549671,70,99,36.31,914,314,642,51
1761033549690,63,98,36.26,732,872,665,55
1761033549709,97,95,36.1,908,264,437,53
1761033549730,84,98,36.17,596,435,821,53
1761033549750,72,98,36.96,251,640,63,86
1761033549770,89,99,36.24,188,618,197,83
1761033549790,74,96,36.95,235,401,183,59
1761033549810,78,95,36.38,467,103,289,83
1761033549830,64,97,36.51,173,196,398,67
1761033549850,91,100,36.95,41,393,122,52
1761033549869,73,99,37,804,495,382,91
1761033549890,68,96,36.04,553,858,237,53
1761033549910,60,100,36.89,983,456,132,77
1761033549930,63,97,36.43,84,998,228,88
1761033549950,65,96,36.67,747,302,234,89
1761033549970,61,98,36.29,213,3,975,69
1761033549989,66,98,37.1,395,999,654,97
1761033550010,64,97,36.57,841,557,169,57
1761033550030,91,96,36.16,190,428,391,70
1761033550050,64,98,37.04,365,36,184,88
1761033550071,81,99,37.16,61,875,339,86
1761033550089,97,95,37.08,738,225,430,61
1761033550110,84,99,36.05,57,244,347,89
1761033550130,65,100,36.73,686,280,608,97
1761033550150,84,97,36.96,493,416,995,60
1761033550169,100,95,36.97,493,657,729,65
1761033550189,80,99,36.27,541,448,209,78
1761033550210,62,99,36.15,755,334,503,62
1761033550230,78,97,36.1,891,609,139,84
1761033550250,94,96,36.81,464,131,770,75
1761033550269,89,95,36.89,212,355,367,53
1761033550290,90,96,37,137,260,217,72
1761033550311,90,97,37.19,295,828,547,66
1761033550329,75,96,36.46,790,350,154,94
1761033550350,90,98,36.31,248,652,767,67
1761033550370,92,98,36.84,739,575,411,93
1761033550390,98,96,36.39,82,945,957,99
1761033550410,98,99,37.01,937,433,833,98
1761033550430,78,98,37.07,49,589,862,69
1761033550449,65,99,36.67,503,518,949,80
1761033550470,77,95,36.84,250,374,541,61
1761033550490,84,99,36.7,950,487,411,76
1761033550509,82,99,36.61,132,444,191,92
1761033550530,69,96,36.1,285,509,416,51
1761033550550,90,96,36.46,626,343,994,74
1761033550570,87,96,36.44,628,458,11,75
1761033550590,74,96,36.64,422,195,987,81
1761033550609,92,96,36.19,426,139,850,86
1761033550629,63,97,36.33,462,260,114,80
1761033550649,97,99,36.09,245,327,326,66
1761033550670,88,95,36.78,114,261,823,98
1761033550690,98,96,37.2,361,316,540,90
1761033550710,81,98,36.5,907,89,380,84
1761033550730,84,96,36.56,787,451,188,65
1761033550750,92,97,36.77,720,695,897,98
1761033550770,86,96,36.16,921,221,374,82
1761033550790,64,99,36.44,757,632,111,75
1761033550812,80,97,36.2,30,350,948,60
1761033550828,87,96,37.13,788,611,641,68
1761033550850,61,96,36.48,132,156,909,64
1761033550870,76,100,36.78,600,571,130,86
1761033550890,65,98,36.66,371,805,617,54
1761033550911,96,96,37.16,747,925,327,64
1761033550929,76,97,36.62,36,872,934,73
1761033550950,69,98,36.29,857,433,789,88
1761033550970,60,97,36.42,462,849,337,68
1761033550990,96,98,36.64,138,850,144,86
1761033551009,67,97,36.89,83,905,886,51
1761033551030,92,97,36.36,411,96,534,97
1761033551050,72,96,36.35,931,323,363,88
1761033551070,73,98,36.29,601,993,363,55
1761033551090,84,95,36.64,151,314,98,92
1761033551110,62,97,36.61,893,550,120,99
1761033551130,60,100,36.69,417,880,284,98
1761033551150,87,95,36.23,967,915,208,100
1761033551170,65,99,36.27,529,920,167,96
1761033551190,85,97,36.8,948,967,752,83
1761033551209,93,100,36.14,787,59,355,88
1761033551230,97,96,36.96,138,600,856,72
1761033551250,64,96,36.03,271,522,959,84
1761033551270,75,95,36.36,762,636,346,74
1761033551290,80,96,36.35,159,597,971,60
1761033551310,85,99,37.11,316,60,401,89
1761033551330,83,97,36.17,650,177,707,96
1761033551350,83,98,36.98,270,271,224,100
1761033551370,98,98,36.84,488,926,274,77
1761033551390,89,97,36.58,57,767,714,81
1761033551410,87,98,36.27,736,829,760,72
1761033551430,89,99,36.57,48,180,708,56
1761033551450,73,99,36.24,906,264,305,71
1761033551471,99,99,36.91,346,580,496,55
1761033551489,88,97,36.04,629,327,594,79
1761033551509,80,96,36.87,955,985,830,84
1761033551530,95,95,36.17,613,462,177,55
1761033551550,74,96,37.03,485,409,754,92
1761033551570,85,99,36.96,513,600,87,93
1761033551590,63,96,36.35,343,128,357,90
1761033551609,76,95,36.74,954,394,378,95
1761033551630,79,97,36.31,226,862,49,83
1761033551650,75,100,36.37,361,758,283,93
1761033551670,74,97,36.62,885,911,351,86
1761033551690,75,97,37.18,609,496,847,65
1761033551710,89,99,36.7,504,73,130,80
1761033551730,78,99,36.9,840,660,669,72
1761033551750,81,99,36.78,929,154,342,59
1761033551770,92,99,37.09,605,52,506,56
1761033551790,77,99,36.38,799,972,669,90
1761033551810,70,96,37.15,91,435,963,91
1761033551829,73,96,36.05,927,589,484,74
1761033551850,95,98,36.3,295,654,590,93
1761033551870,61,95,37.05,119,362,937,84
1761033551890,98,97,36.51,723,126,831,51
1761033551910,71,99,36.46,564,295,512,63
1761033551931,96,97,36.04,423,948,31,89
1761033551950,86,97,37.03,278,79,945,82
1761033551969,99,98,37.16,666,470,537,63
1761033551991,75,95,36.09,91,977,364,64
1761033552009,70,98,36.02,926,350,702,91
1761033552030,78,96,36.34,71,484,459,77
1761033552049,73,96,36.09,795,48,986,93
1761033552069,97,96,36.04,825,865,352,98
1761033552090,63,97,36.88,577,603,910,74
1761033552110,74,98,36.31,538,980,784,62
1761033552130,81,96,36.29,553,846,518,87
1761033552150,81,97,36.06,143,538,406,59
1761033552170,91,97,36.55,695,364,754,91
1761033552189,97,99,37.11,619,78,918,83
1761033552210,63,99,36.32,477,297,624,70
1761033552230,97,100,36.98,382,775,250,88
1761033552250,75,100,36.09,534,774,844,68
1761033552270,86,95,36.19,44,34,515,54
1761033552290,100,100,36.29,605,688,578,51
1761033552310,93,96,36.18,191,753,522,50
1761033552330,99,96,36.84,610,433,884,99
1761033552350,73,97,36.66,337,847,471,77
1761033552370,65,95,36.52,416,173,806,52
1761033552390,86,95,36.53,937,285,336,66
1761033552410,63,99,36.51,295,685,521,60
1761033552430,74,98,36.56,723,107,397,91
1761033552450,64,97,36.64,983,952,944,96
1761033552470,69,99,36.03,509,149,637,60
1761033552490,75,99,36.85,353,831,662,85
1761033552510,91,97,36.12,96,314,677,54
1761033552530,65,97,36.95,305,409,374,63
1761033552550,86,96,36.05,748,818,801,76
1761033552570,66,96,36.2,157,232,102,53
1761033552590,98,96,36.14,26,69,188,92
1761033552610,95,97,36.17,636,976,327,100
1761033552630,84,98,36.39,684,216,244,63
1761033552649,66,99,36.53,758,419,556,100
1761033552670,75,96,36.84,768,539,260,88
1761033552690,95,96,36.71,866,646,436,55
1761033552710,82,100,36.22,915,375,305,77
1761033552729,82,96,37.14,689,414,724,97
1761033552750,75,100,36.73,965,424,554,75
1761033552770,95,99,36.54,168,228,5,86
1761033552790,64,96,36.96,866,447,213,83
1761033552810,71,99,37.03,26,590,104,99
1761033552830,94,96,36.84,908,699,699,89
1761033552850,95,96,36.08,343,206,469,50
1761033552870,88,98,36.29,73,264,551,66
1761033552890,88,96,36.55,123,717,758,54
1761033552910,81,96,36.85,421,823,478,84
1761033552930,83,97,36.42,674,419,62,97
1761033552949,75,95,36.08,428,452,207,71
1761033552969,82,95,37.17,572,957,36,78
1761033552989,83,96,36.5,661,494,576,89
1761033553010,79,95,36.24,803,575,278,81
1761033553029,92,97,36.82,289,977,732,51
1761033553050,86,97,37.17,391,962,48,94
1761033553070,96,96,36.92,452,688,796,71
1761033553090,85,96,36.57,695,615,205,73
1761033553110,86,99,36.71,457,690,707,79
1761033553130,86,96,37.05,510,343,969,96
1761033553150,66,96,37.06,978,245,943,81
1761033553170,87,97,36.6,879,178,905,71
1761033553190,72,96,36.51,22,595,600,84
1761033553210,89,96,36.96,18,871,774,64
1761033553230,92,98,36.76,325,616,741,76
1761033553250,92,99,36.73,603,107,99,89
1761033553270,99,98,37.19,930,311,58,85
1761033553290,61,99,36.81,667,971,180,78
1761033553310,87,95,36.55,988,804,919,54
1761033553330,95,99,36.24,198,429,994,70
1761033553350,99,96,36.49,490,8,248,73
1761033553370,74,97,36.84,377,118,259,67
1761033553390,62,96,36.78,358,848,61,71
1761033553410,76,99,36.79,635,142,980,90
1761033553430,97,97,36.36,908,781,985,93
1761033553449,66,99,36.74,930,176,621,60
1761033553470,61,99,37.06,229,266,372,69
1761033553490,87,98,36.44,567,536,669,64
1761033553509,82,99,37.09,429,13,381,65
1761033553529,74,97,36.82,16,836,62,52
1761033553550,63,100,36.03,269,88,847,72
1761033553570,70,97,36.71,165,500,84,90
1761033553590,74,97,36.77,853,326,400,86
1761033553610,95,96,37.05,112,92,173,69
1761033553630,81,97,36.42,766,574,268,78
1761033553650,64,98,36.59,262,18,962,90
1761033553670,91,98,37.07,271,267,564,77
1761033553690,96,97,36.13,325,898,271,96
1761033553710,88,100,36.21,805,271,840,57
1761033553731,71,97,36.14,453,74,310,72
1761033553749,77,99,36.98,645,91,728,55
1761033553769,64,96,36.5,617,393,528,58
1761033553790,71,96,36.91,209,484,858,74
1761033553810,64,100,36.53,636,590,32,70
1761033553830,83,99,36.91,60,241,768,84
1761033553850,71,98,36.96,353,859,512,89
1761033553870,61,98,36.79,119,479,276,51
1761033553889,74,99,36.06,950,850,156,62
1761033553909,89,97,36.47,863,733,110,57
1761033553930,61,99,36.23,33,905,824,63
1761033553950,61,99,37.09,127,942,839,95
1761033553970,87,95,36.75,24,37,75,68
1761033553990,62,100,36.48,611,399,213,53
1761033554010,87,100,36.91,586,97,329,71
1761033554030,88,98,36.09,431,100,830,59
1761033554050,72,99,36.37,429,521,164,92
1761033554070,91,97,36.89,687,711,121,98
1761033554090,71,96,36.67,186,86,677,58
1761033554110,71,98,36.41,521,748,211,54
1761033554130,87,97,36.53,859,409,72,83
1761033554150,72,98,36.76,845,270,956,85
1761033554170,98,98,36.9,342,74,594,82
1761033554189,64,99,36.62,504,769,517,57
1761033554210,69,96,37.09,397,150,335,73
1761033554230,63,96,36.33,175,587,658,57
1761033554250,67,100,36.11,229,919,401,60
1761033554270,99,96,36.65,889,880,772,75
1761033554290,94,100,36.78,887,191,893,52
1761033554310,89,99,36.4,619,841,990,94
1761033554330,82,96,37.17,819,223,293,64
1761033554350,85,97,36.55,369,498,446,91
1761033554370,96,98,36.93,381,771,386,68
1761033554389,94,100,36.52,778,659,103,71
1761033554410,74,99,36.93,184,284,222,73
1761033554430,66,96,36.63,46,616,138,57
1761033554450,81,99,36.4,773,926,863,82
1761033554470,73,96,36.45,749,978,403,96
1761033554490,89,96,36.42,435,24,714,80
1761033554510,88,98,37.15,823,784,954,80
1761033554530,79,98,36.5,819,844,765,60
1761033554550,94,98,36.99,740,201,666,64
1761033554573,97,100,36.93,695,315,679,69
1761033554591,83,95,37.17,978,497,259,90
1761033554609,77,97,37.09,917,403,120,79
1761033554630,85,97,36.39,220,822,282,99
1761033554650,94,96,36.18,834,906,998,69
1761033554670,77,99,36.69,615,572,630,97
1761033554689,73,96,37.06,526,605,778,93
1761033554711,62,95,36.64,48,29,29,95
1761033554729,91,96,36.57,910,303,987,67
1761033554750,95,98,37.09,383,130,837,66
1761033554771,74,98,36.43,451,980,33,98
1761033554789,67,97,36.95,169,70,87,98
1761033554809,76,99,36.64,457,938,79,95
1761033554830,74,99,36.8,70,108,829,74
1761033554850,79,100,37.12,515,880,465,57
1761033554870,86,99,36.41,577,357,44,54
1761033554890,84,99,37.11,707,857,77,72
1761033554910,72,96,36.95,353,351,824,61
1761033554930,75,99,36.42,91,628,835,66
1761033554950,97,98,36.09,249,970,554,85
1761033554971,94,97,36,986,848,977,79
1761033554989,64,99,36.04,388,821,220,59
1761033555010,72,97,37.06,703,895,741,82
1761033555031,73,99,36.85,769,578,609,68
1761033555050,94,96,37.08,345,62,909,64
1761033555070,100,97,36.78,198,605,680,54
1761033555089,77,95,36.08,478,232,441,88
1761033555110,95,99,36.06,981,627,332,94
1761033555129,68,95,36.43,314,394,986,77
1761033555150,66,98,36.61,986,405,161,95
1761033555170,95,96,37.09,353,755,999,96
1761033555190,67,96,36.34,155,153,37,90
1761033555210,77,98,36.45,494,801,196,78
1761033555230,90,95,36.14,797,615,439,89
1761033555250,68,96,36.83,94,301,570,95
1761033555270,60,97,36.9,426,272,448,95
1761033555290,77,100,36.76,526,279,278,99
1761033555310,67,95,37.14,714,347,461,65
1761033555330,99,97,37.06,990,693,78,61
1761033555350,99,98,36.22,319,130,32,53
1761033555370,95,95,36.86,265,370,617,95
1761033555391,78,97,36.28,757,364,947,84
1761033555409,92,96,36.81,691,443,688,84
1761033555430,73,98,36.38,881,690,594,87
1761033555449,86,98,36.42,247,156,309,90
1761033555469,64,98,36.31,220,855,487,70
1761033555490,86,99,37.04,851,429,631,68
1761033555510,90,99,36.26,241,439,247,69
1761033555529,67,98,36.58,609,465,847,80
1761033555550,92,99,36.82,930,732,443,82
1761033555571,71,97,36.66,665,539,95,90
1761033555589,96,95,36.86,38,87,700,65
1761033555610,72,96,36.93,355,232,217,73
1761033555630,92,96,36.2,828,528,666,67
1761033555650,99,98,36.91,832,455,988,65
1761033555670,91,100,36.71,789,261,712,63
1761033555690,63,100,36.21,775,501,805,71
1761033555710,92,100,36.78,964,184,851,70
1761033555729,83,97,36.56,992,59,846,92
1761033555750,79,96,37.14,764,827,23,73
1761033555769,62,96,36.42,675,458,585,79
1761033555790,72,97,36.94,605,468,970,65
1761033555810,65,99,36.71,979,560,964,87
1761033555829,64,97,36.91,1,472,121,94
1761033555849,85,100,36.73,944,87,40,98
1761033555869,81,97,36.84,904,173,555,87
1761033555890,77,98,36.48,922,225,515,74
1761033555910,90,98,37,377,345,181,78
1761033555929,96,99,37.14,356,768,743,51
1761033555950,61,97,36.79,475,651,687,98
1761033555970,63,97,36.96,908,82,762,99
1761033555990,74,97,37.09,227,872,753,87
1761033556009,90,95,36.81,486,578,611,74
1761033556030,71,99,36.84,697,864,696,88
1761033556049,71,96,36.83,995,40,459,90
1761033556070,95,97,36.5,526,900,982,82
1761033556089,72,99,36.35,831,63,339,87
1761033556111,70,96,36.44,814,643,665,88
1761033556130,81,100,36.2,233,621,57,99
1761033556150,99,96,36.16,1,61,498,81
1761033556169,71,99,36.01,40,679,222,89
1761033556190,94,98,37.15,843,358,84,82
1761033556209,64,97,36.22,283,377,825,90
1761033556230,94,97,37.08,640,339,618,80
1761033556250,63,99,36.37,391,189,468,94
1761033556270,84,99,36.61,587,426,225,55
1761033556290,71,96,36.07,907,200,306,68
1761033556310,99,96,36.61,216,814,178,89
1761033556330,82,99,37.1,519,863,39,69
1761033556349,75,96,36.65,370,670,239,64
1761033556371,61,99,36.21,12,910,541,74
1761033556389,76,95,36.25,412,788,173,75
1761033556410,61,96,36.11,644,653,254,80
1761033556431,66,99,36.59,220,840,457,76
1761033556449,71,97,36.74,779,337,508,92
1761033556470,72,95,36.33,82,920,763,83
1761033556490,60,96,36.44,249,466,503,59
1761033556510,91,98,37.04,483,724,315,59
1761033556530,94,97,36.06,205,520,486,75
1761033556550,74,97,36.56,734,320,396,63
1761033556571,71,97,36.02,160,924,849,93
1761033556589,83,97,37,796,547,622,69
1761033556610,81,98,36.19,371,762,922,58
1761033556630,90,99,36.46,623,970,891,99
1761033556650,81,99,36.62,991,278,68,66
1761033556669,88,99,36.22,694,571,849,69
1761033556689,64,98,36.17,542,138,276,58
1761033556709,60,99,37.11,8,123,336,81
1761033556730,68,98,36.15,460,252,554,56
1761033556750,61,95,36.54,168,915,989,70
1761033556770,83,100,37.07,743,762,606,94
1761033556790,96,96,36.82,361,420,304,82
1761033556809,76,97,37.07,438,498,451,83
1761033556830,83,96,36.68,988,455,963,50
1761033556850,63,97,36.82,519,866,848,94
1761033556871,79,97,36.39,732,191,903,54
1761033556889,72,97,36.25,795,217,682,60
1761033556910,64,97,36.67,878,573,746,96
1761033556930,86,97,36.85,150,274,295,56
1761033556950,76,100,36.35,911,95,394,75
1761033556970,71,97,37.01,771,462,708,71
1761033556991,72,99,36.08,977,236,426,97
1761033557009,83,95,36.88,356,549,536,71
1761033557030,80,96,36.33,950,389,585,71
1761033557049,74,96,36.87,133,683,384,84
1761033557070,78,98,36.14,457,892,751,82
1761033557091,68,99,36.05,217,669,818,73
1761033557109,89,96,36.85,103,644,747,82
1761033557130,90,96,36.35,815,444,77,80
1761033557149,88,99,36.47,529,833,809,79
1761033557169,82,97,36.63,68,165,930,100
1761033557189,85,96,36.75,130,605,9,78
1761033557210,76,96,37.2,789,865,465,97
1761033557230,98,96,36.95,913,961,108,53
1761033557250,79,99,36,502,287,785,91
1761033557270,99,96,37.18,513,956,919,57
1761033557290,84,96,37.03,88,845,585,68
1761033557310,69,98,36.72,974,976,933,50
1761033557331,95,97,36.41,594,845,199,85
1761033557349,95,99,36.41,620,914,623,74
1761033557369,82,97,36.15,705,403,200,80
1761033557390,96,99,37.17,734,143,410,59
1761033557410,92,98,36.14,63,931,488,89
1761033557430,63,95,36.58,804,867,737,85
1761033557450,61,99,37.19,907,662,973,62
1761033557470,86,99,36.79,647,981,587,90
1761033557489,84,99,36.22,513,351,928,89
1761033557509,94,97,37.07,967,130,63,68
1761033557530,77,100,37.1,262,723,682,94
1761033557550,79,99,36.41,727,82,269,72
1761033557570,93,97,36.26,283,656,815,94
1761033557590,82,95,36.31,267,864,360,59
1761033557609,76,99,36.19,437,167,621,97
1761033557630,86,95,36.81,927,942,899,58
1761033557649,92,95,36.61,946,481,763,99
1761033557670,71,98,36.86,673,644,392,51
1761033557690,96,95,36.84,745,575,64,80
1761033557709,79,98,36.32,640,206,392,78
1761033557730,98,98,36.06,658,659,730,80
1761033557750,94,100,36.66,647,529,246,59
1761033557771,80,99,36.49,401,312,661,61
1761033557789,66,98,37.17,521,13,653,97
1761033557810,75,100,36.1,543,346,562,58
1761033557830,77,98,36.85,2,490,573,99
1761033557850,99,98,36.01,187,862,176,76
1761033557870,76,98,36.15,613,901,348,81
1761033557890,80,98,36.54,544,17,953,75
1761033557910,71,96,37.1,680,938,952,97
1761033557930,83,95,37.01,681,954,635,55
1761033557950,83,99,36.05,602,915,983,62
1761033557970,90,97,36.99,462,518,754,80
1761033557989,97,100,36.28,691,192,851,77
1761033558010,70,96,37.09,133,55,129,54
1761033558030,63,100,37.19,469,250,215,70
1761033558050,76,96,36.52,284,624,160,56
1761033558070,88,99,36.99,808,562,695,70
1761033558090,97,97,36.34,983,72,435,68
1761033558110,83,98,37.15,574,166,626,76
1761033558130,99,96,36.91,741,365,993,97
1761033558150,70,98,36.21,876,875,724,79
1761033558170,65,100,36.24,647,766,674,62
1761033558190,98,95,36.63,608,48,323,61
1761033558210,92,97,36.99,325,614,264,99
1761033558230,93,98,36.48,606,176,332,84
1761033558250,66,98,36.69,238,918,895,93
1761033558270,65,98,36.16,464,120,801,80
1761033558290,72,97,36.63,854,940,553,85
1761033558309,99,99,36.79,928,42,888,95
1761033558330,98,96,37.02,270,656,715,57
1761033558350,64,98,36.21,629,630,817,76
1761033558370,71,99,36.63,941,32,549,78
1761033558390,85,100,36.44,792,958,244,88
1761033558410,91,99,36.12,123,326,240,70
1761033558430,62,100,37.19,918,925,441,55
1761033558449,71,98,37,340,945,80,59
1761033558470,79,99,36.85,487,347,697,91
1761033558489,83,97,37.12,418,769,876,60
1761033558509,73,98,36.7,668,36,199,82
1761033558528,63,100,36.81,169,525,313,64
1761033558550,98,100,36.67,877,875,616,63
1761033558570,76,99,36.13,928,880,6,62
1761033558590,86,96,36.24,48,705,321,72
1761033558609,79,98,37.06,574,838,314,95
1761033558630,83,99,36.66,808,833,574,75
1761033558650,83,96,37.09,826,39,854,76
1761033558670,71,99,36.25,326,246,603,98
1761033558689,100,95,36.74,342,215,870,60
1761033558710,92,96,37.2,250,599,402,71
1761033558730,90,98,37.05,313,13,37,98
1761033558750,97,99,36.28,433,427,187,74
1761033558770,71,97,36.51,273,351,688,74
1761033558790,95,98,36.05,703,564,417,60
1761033558810,84,95,36.89,988,102,491,91
1761033558830,63,95,37.01,335,585,140,93
1761033558850,63,99,36.88,829,977,359,95
1761033558870,87,97,36.25,870,376,924,77
