ts,hr,spo2,temp,red,ir,green,battery
1761033509408,79,98,36.83,722,952,189,94
1761033509429,89,99,36.39,275,847,661,53
1761033509449,66,96,36.44,263,202,868,84
1761033509470,65,97,36.49,510,199,54,56
1761033509489,86,96,36.14,126,428,499,98
1761033509509,62,98,36.03,156,595,296,100
1761033509529,81,99,36.76,112,927,330,80
1761033509549,72,97,36.58,378,45,336,74
1761033509568,81,97,36.36,324,647,626,98
1761033509589,65,98,36.4,152,299,746,60
1761033509609,76,96,36.77,25,556,382,55
1761033509629,81,98,36.66,269,948,689,84
1761033509649,81,99,36.05,683,622,183,68
1761033509669,92,97,37.07,767,104,872,53
1761033509689,80,95,36.59,628,503,919,91
1761033509708,75,97,36.54,765,878,205,55
1761033509729,98,100,36.8,902,365,93,61
1761033509749,83,96,36.4,747,791,670,89
1761033509769,65,97,36.54,205,348,287,86
1761033509790,97,98,36.75,938,75,61,67
1761033509809,80,98,37.11,164,760,414,58
1761033509828,76,97,36.65,551,469,194,71
1761033509849,70,98,36.67,420,698,6,91
1761033509869,73,95,36.29,731,156,192,57
1761033509889,85,98,36.42,856,288,134,59
1761033509909,90,99,36.71,225,374,189,88
1761033509929,86,96,36.04,124,161,188,76
1761033509949,71,97,36.74,861,758,302,96
1761033509969,96,97,36.17,111,373,179,57
1761033509989,66,96,37.11,103,494,727,63
1761033510009,71,97,37.04,540,763,929,77
1761033510029,77,96,36.5,761,751,360,53
1761033510049,90,99,36.7,518,665,352,69
1761033510069,85,99,36.9,236,192,547,76
1761033510088,90,97,36.09,611,236,407,56
1761033510109,62,97,36.55,621,96,679,79
1761033510129,61,96,36.17,954,564,941,59
1761033510149,70,98,36.18,910,275,63,51
1761033510169,64,99,36.66,760,823,828,93
1761033510189,69,96,37.01,766,526,976,89
1761033510209,97,97,36.41,944,727,613,83
1761033510229,62,96,36.97,836,467,674,97
1761033510249,90,96,36.68,180,123,148,62
1761033510268,89,99,36.67,647,913,785,93
1761033510289,88,97,36.83,962,865,802,98
1761033510310,73,96,36.89,952,644,160,99
1761033510329,82,97,36.19,579,454,525,77
1761033510349,93,95,36.48,149,37,102,82
1761033510369,84,97,36.64,869,94,472,89
1761033510389,100,95,36.6,405,218,838,59
1761033510409,78,98,36.35,679,779,886,91
1761033510429,90,97,36.56,882,1,379,60
1761033510449,99,97,36.94,306,800,229,92
1761033510469,64,96,36.03,929,786,848,98
1761033510489,93,96,36.68,265,996,892,52
1761033510510,75,98,36.52,389,563,991,65
1761033510528,65,98,36.63,378,425,189,55
1761033510549,84,99,37.11,259,690,529,85
1761033510569,99,95,36.07,736,432,109,94
1761033510589,99,99,36.93,68,937,335,87
1761033510608,89,99,36.47,260,746,798,58
1761033510629,63,96,36.79,650,824,335,79
1761033510649,81,99,36.65,421,114,161,93
1761033510669,77,96,36.99,378,532,64,83
1761033510689,65,98,36.93,206,983,745,99
1761033510709,60,97,36.65,722,827,938,72
1761033510729,92,96,36.23,386,98,568,71
1761033510749,88,97,36.91,311,739,458,68
1761033510769,94,96,36.42,853,133,388,70
1761033510788,71,97,36.76,397,425,308,96
1761033510809,77,99,36.87,287,497,379,55
1761033510829,61,98,36.67,4,269,851,65
1761033510849,87,98,37.07,996,725,488,67
1761033510869,93,99,37.17,114,541,566,83
1761033510889,68,99,36.35,128,595,504,75
1761033510909,72,99,36.1,998,873,171,99
1761033510929,86,99,37.14,976,541,452,61
1761033510949,95,97,36.8,818,736,569,76
1761033510969,78,98,36.66,974,296,168,67
1761033510989,86,98,36.91,489,366,950,59
1761033511009,85,98,36.76,401,35,332,85
1761033511029,64,95,36.14,277,394,19,53
1761033511049,83,98,36.82,374,978,82,84
1761033511069,69,99,36.94,300,825,882,100
1761033511089,98,97,36.34,536,449,203,62
1761033511109,85,97,36.52,820,570,659,54
1761033511129,77,98,37.03,453,222,887,69
1761033511150,80,98,36.18,452,484,795,68
1761033511169,67,98,36.31,265,78,214,52
1761033511189,74,96,36.65,194,581,496,61
1761033511209,63,98,36.32,442,13,255,87
1761033511229,85,98,36.51,275,921,752,91
1761033511249,84,98,36.21,164,624,908,94
1761033511270,74,99,36.26,978,544,975,80
1761033511289,80,100,36.1,551,274,161,97
1761033511309,65,100,36.41,784,186,821,63
1761033510329,70,96,36.85,87,755,501,89
1761033510349,77,99,36.62,889,37,561,66
1761033510369,62,98,37,479,411,531,86
1761033510389,73,96,36.77,822,109,486,73
1761033510409,77,96,36.66,522,722,716,81
1761033510429,78,100,36.03,681,188,871,81
1761033510449,81,96,36.94,100,645,669,75
1761033510469,69,96,37.15,188,29,905,72
1761033510489,63,99,36.9,525,396,295,83
1761033510510,82,100,36.8,901,188,233,71
1761033510528,92,96,36.76,700,893,403,72
1761033510549,71,100,36.22,428,147,578,79
1761033510569,91,96,36.82,807,864,717,63
1761033510590,72,99,36.73,752,600,13,83
1761033510608,96,97,37.18,566,447,147,67
1761033510629,87,96,36.63,985,474,350,66
1761033510649,95,95,36.71,745,105,741,68
1761033510669,83,97,36.16,97,659,565,80
1761033510689,65,95,36.65,261,915,425,94
1761033510709,84,97,36.68,902,357,281,83
1761033510729,78,98,37.07,835,500,484,76
1761033510749,90,98,36.62,432,759,401,90
1761033510769,68,97,36.82,964,172,717,98
1761033510788,97,100,36.06,369,728,27,66
1761033510809,99,100,36.11,338,203,329,95
1761033510829,85,99,37,937,518,348,72
1761033510849,85,96,36.43,292,373,425,94
1761033510869,63,98,37.14,459,177,10,80
1761033510889,90,99,36.24,495,979,879,50
1761033510909,96,97,36.57,879,239,433,63
1761033510929,73,99,36.24,692,512,135,80
1761033510949,96,96,37.09,78,838,282,51
1761033510969,77,100,36.7,56,979,227,87
1761033510989,93,97,36.62,153,246,684,77
1761033511009,94,100,36.08,497,246,648,86
1761033511029,63,98,37.02,563,191,246,66
1761033511049,65,100,36,312,197,180,74
1761033511069,91,96,37.16,980,95,135,92
1761033511089,81,96,36.42,304,116,425,99
1761033511109,81,95,36.07,556,594,868,81
1761033511129,97,97,36.35,124,842,257,60
1761033511150,64,98,37.11,675,98,11,55
1761033511169,89,98,36.26,36,80,526,73
1761033511189,61,100,36.85,968,719,736,77
1761033511209,80,98,37.04,270,302,691,70
1761033511229,63,98,36.77,192,892,826,66
1761033511249,87,96,36.22,492,821,826,54
1761033511270,70,97,36.64,847,931,813,68
1761033511289,91,96,36.7,445,148,61,84
1761033511311,71,96,36.88,692,720,658,66
1761033511329,83,95,37.11,198,685,217,75
1761033511349,68,100,36.09,82,641,37,99
1761033511369,97,97,36.86,253,932,487,59
1761033511389,72,98,37.13,512,829,381,84
1761033511409,73,96,36.21,720,106,934,74
1761033511429,91,97,36.23,564,649,612,85
1761033511449,96,97,36.21,391,760,236,61
1761033511469,71,98,36.88,346,672,634,82
1761033511489,66,100,36.28,548,18,196,72
1761033511509,64,96,36.4,302,898,800,85
1761033511529,83,100,36.52,536,715,389,50
1761033511549,92,97,36.76,84,865,220,75
1761033511569,90,98,36.29,189,9,272,50
1761033511590,75,95,37.1,49,812,582,96
1761033511609,64,100,36.54,724,348,793,51
1761033511629,78,98,36.49,182,718,190,75
1761033511649,98,99,37.14,89,637,917,67
1761033511669,96,97,36.33,823,624,565,79
1761033511689,66,99,36.73,140,820,743,87
1761033511709,92,96,36.92,322,231,195,68
1761033511729,71,99,37.17,150,375,363,74
1761033511750,64,98,36.6,833,639,506,90
1761033511769,78,96,36.93,261,701,728,82
1761033511789,91,98,36.02,132,720,169,85
1761033511809,61,97,36.35,203,71,584,52
1761033511829,67,99,36.77,87,463,267,71
1761033511849,82,99,36.34,708,298,471,90
1761033511869,82,99,36.59,659,264,195,50
1761033511889,77,96,36.65,2,671,487,81
1761033511910,60,98,36.58,68,388,730,82
1761033511929,97,99,36.42,289,522,851,85
1761033511949,94,96,36.3,91,126,450,57
1761033511969,79,98,36.33,290,701,515,97
1761033511989,72,97,36.66,996,620,557,58
1761033512009,67,97,36.67,28,111,997,79
1761033512029,98,98,36.6,9,45,331,65
1761033512049,90,98,36.2,345,170,816,63
1761033512069,93,98,36.05,524,296,620,53
1761033512089,76,99,36.04,328,469,226,82
1761033512109,67,96,37.06,884,24,678,88
1761033512129,84,100,36.38,185,864,201,82
1761033512149,61,97,36.06,649,56,627,99
1761033512169,87,95,36.54,303,622,357,52
1761033512190,86,95,36.99,595,396,168,95
1761033512209,100,96,36.63,941,548,445,66
1761033512229,61,97,36.2,760,103,572,67
1761033512249,83,99,36.15,370,557,379,98
1761033512269,68,98,36.12,722,297,262,90
1761033512289,97,97,36.94,700,809,8,97
1761033512310,61,96,36.26,280,213,131,93
1761033511329,64,96,36.84,414,944,526,66
1761033511349,73,98,37.13,400,40,586,98
1761033511369,81,100,36.4,984,699,304,85
1761033511389,86,97,36.81,574,100,351,90
1761033511409,82,97,36.45,333,649,921,84
1761033511429,99,98,37.17,785,146,95,74
1761033511449,78,95,36.63,641,487,875,76
1761033511469,84,98,36.59,228,814,211,90
1761033511489,82,98,36.27,315,808,859,92
1761033511509,66,96,36.16,598,1,829,53
1761033511529,87,99,37.15,563,625,356,61
1761033511549,100,95,37.1,277,805,751,58
1761033511569,73,97,37.11,888,897,72,80
1761033511590,64,98,36.01,879,299,16,53
1761033511609,88,99,36.03,966,275,281,72
1761033511629,82,99,36.77,928,355,446,73
1761033511649,93,100,36.16,312,202,970,87
1761033511669,87,98,36.13,109,634,521,67
1761033511689,74,99,36.46,12,657,932,57
1761033511709,82,100,36.13,694,386,94,96
1761033511729,78,97,37.08,213,790,439,97
1761033511750,98,97,36.75,334,457,628,66
1761033511769,78,96,36.24,392,355,869,73
1761033511789,87,100,36.38,421,613,666,65
1761033511809,71,99,36.9,396,402,907,53
1761033511829,77,97,37.09,8,173,849,86
1761033511849,72,96,36.65,314,576,191,83
1761033511869,77,98,36.14,43,165,971,53
1761033511889,85,97,36.01,689,236,53,94
1761033511910,84,99,37.09,201,325,152,88
1761033511929,73,99,36.5,770,990,998,76
1761033511949,96,100,37.02,198,925,283,55
1761033511969,89,100,36.8,602,1,296,85
1761033511989,62,100,37.14,732,739,968,90
1761033512008,88,97,36.53,133,310,36,65
1761033512029,79,100,37.11,509,678,375,96
1761033512049,65,97,37.12,16,466,329,84
1761033512069,93,96,36.16,660,406,396,84
1761033512089,89,95,36.26,893,125,795,90
1761033512109,61,97,36.29,632,601,699,65
1761033512129,67,96,36.64,246,547,166,64
1761033512149,64,98,36.11,826,968,793,70
1761033512169,97,96,36.22,438,602,853,88
1761033512190,66,100,36.13,996,776,141,57
1761033512209,74,97,36.13,905,677,383,90
1761033512229,61,95,36.35,492,900,998,75
1761033512249,70,96,36.82,335,274,717,94
1761033512269,67,99,37.02,849,171,532,65
1761033512289,73,99,37.01,365,20,874,69
1761033512313,88,96,36.12,686,387,260,76
1761033512329,74,98,36.22,722,779,85,82
1761033512349,60,99,36.38,294,94,434,96
1761033512369,61,99,36.54,72,925,199,67
1761033512389,93,96,37.06,389,278,99,67
1761033512408,98,95,36.57,698,671,111,70
1761033512429,93,97,36.54,537,891,832,53
1761033512449,63,99,37.2,241,718,589,82
1761033512469,80,96,36.02,474,474,734,94
1761033512489,84,99,36.77,857,120,513,96
1761033512509,74,95,36.05,766,737,638,69
1761033512528,69,97,36.98,696,134,548,61
1761033512549,62,96,36.36,916,374,131,94
1761033512569,93,98,36.37,495,322,235,80
1761033512589,94,100,36.06,877,885,225,53
1761033512609,73,98,36.68,636,134,360,82
1761033512629,88,96,36.87,203,1,103,77
1761033512649,83,96,36.67,178,105,670,66
1761033512669,95,99,36.39,360,280,940,82
1761033512689,87,99,36.76,219,953,595,53
1761033512709,94,98,36.8,316,988,417,51
1761033512728,83,97,36.13,889,886,681,84
1761033512749,69,100,36.65,898,452,393,87
1761033512769,82,96,37.06,939,600,765,83
1761033512788,77,95,36.73,794,954,847,94
1761033512810,69,96,36.24,43,984,676,99
1761033512829,83,95,36.45,675,300,692,68
1761033512849,82,99,36.45,627,203,141,98
1761033512869,96,99,37.18,697,826,742,90
1761033512889,77,98,37.01,90,712,397,82
1761033512909,88,95,37.09,342,0,394,87
1761033512929,95,96,36.24,427,899,250,65
1761033512949,62,99,36.96,94,778,725,50
1761033512969,98,95,36.87,461,19,491,51
1761033512990,90,99,36.72,217,704,48,85
1761033513009,93,97,36.11,414,480,512,62
1761033513029,74,98,36.31,563,141,569,65
1761033513049,69,99,36.71,3,764,609,62
1761033513069,88,97,36.15,563,969,958,88
1761033513089,90,97,36.97,412,993,831,63
1761033513109,87,97,37.13,507,96,60,65
1761033513129,95,97,37.1,129,489,584,77
1761033513149,77,97,37.01,626,15,707,92
1761033513169,66,97,37.09,965,111,512,67
1761033513189,90,97,36.44,292,658,316,63
1761033513209,99,95,37.09,249,610,141,70
1761033513228,86,96,36.89,677,958,403,61
1761033513249,73,100,36.67,76,133,286,65
1761033513269,96,99,36.86,221,212,163,53
1761033513289,62,96,36.13,314,231,273,72
1761033513309,82,98,36.45,600,718,222,89
1761033512329,88,98,36.93,729,310,420,54
1761033512349,89,97,36.43,522,627,126,84
1761033512369,72,99,36.83,491,196,0,91
1761033512389,86,97,36.1,536,658,247,100
1761033512409,81,98,36.38,319,251,863,61
1761033512429,99,97,37.05,722,796,419,59
1761033512449,70,98,37.01,989,718,804,85
1761033512469,84,98,36.83,441,498,768,98
1761033512489,67,100,36.09,904,448,866,99
1761033512509,76,99,37.08,227,373,342,84
1761033512528,82,96,36.77,784,822,506,59
1761033512549,87,99,37.19,613,602,284,99
1761033512569,67,99,36.39,177,627,873,97
1761033512589,84,96,36.61,386,60,869,53
1761033512609,90,98,36.54,679,111,485,61
1761033512629,76,97,36.38,18,441,916,81
1761033512649,91,97,36.96,480,578,970,64
1761033512669,92,99,36.15,596,657,859,79
1761033512689,61,98,36.21,242,860,873,73
1761033512709,63,100,36.71,874,479,919,71
1761033512728,64,100,36.52,355,630,260,54
1761033512749,69,98,37.05,988,525,233,79
1761033512769,76,96,36.8,153,782,676,69
1761033512788,74,96,36.8,14,409,771,93
1761033512810,99,99,36.92,66,912,536,83
1761033512829,90,96,36.84,48,616,437,87
1761033512849,70,97,36.63,489,221,934,51
1761033512869,61,99,36.37,633,703,124,92
1761033512889,92,100,36.94,130,262,163,95
1761033512909,68,95,36.82,236,474,422,55
1761033512929,76,99,36.63,280,13,240,91
1761033512949,99,99,36.03,439,784,129,67
1761033512969,85,96,36.43,984,957,647,71
1761033512990,96,97,37.12,888,799,785,82
1761033513009,62,95,36.76,850,217,889,71
1761033513029,65,97,36.77,345,656,352,71
1761033513049,99,99,36.67,822,459,376,94
1761033513069,99,100,36.06,987,662,855,76
1761033513089,80,98,36.93,926,117,994,97
1761033513109,100,97,36.04,487,145,850,84
1761033513129,69,99,36.41,318,268,611,68
1761033513149,91,97,36.44,522,303,477,53
1761033513169,96,97,36.67,608,589,666,65
1761033513189,64,97,36.71,801,358,755,53
1761033513209,87,99,36.77,377,6,652,89
1761033513228,94,98,36.9,652,520,929,51
1761033513250,96,97,36.83,772,432,938,52
1761033513269,96,97,36.8,165,799,885,81
1761033513289,71,96,36.22,732,212,363,55
1761033513312,64,97,36.78,229,306,241,74
1761033513328,63,98,36.66,399,437,257,70
1761033513349,70,100,36.24,370,653,687,97
1761033513369,93,98,36.03,711,295,371,67
1761033513389,80,98,36.24,437,286,219,100
1761033513409,62,96,36.43,721,435,951,97
1761033513429,96,97,36.08,93,182,149,55
1761033513449,69,98,37.18,946,788,434,70
1761033513469,84,98,36.54,155,785,58,61
1761033513489,83,96,36.02,506,381,341,70
1761033513509,78,96,36.62,851,990,949,50
1761033513529,84,98,36.83,590,325,249,63
1761033513549,75,98,36.5,286,38,409,92
1761033513569,69,97,36.02,242,123,16,56
1761033513589,61,95,36.28,861,469,305,52
1761033513609,67,96,36.15,30,450,907,86
1761033513629,60,99,36.57,214,24,508,88
1761033513649,92,96,36.4,548,251,250,64
1761033513669,92,99,36.99,403,694,168,60
1761033513689,65,98,36.38,665,88,819,86
1761033513709,99,97,36.71,86,818,851,93
1761033513729,73,97,36.85,275,14,47,74
1761033513749,81,96,36.13,557,733,595,77
1761033513769,89,100,36.6,635,938,566,78
1761033513789,84,98,36.07,820,597,215,83
1761033513809,63,98,36.24,607,591,948,86
1761033513829,78,97,36.1,756,950,640,91
1761033513848,69,97,37.16,681,341,318,95
1761033513869,81,97,37.06,726,359,433,98
1761033513889,64,100,36.01,363,879,877,81
1761033513909,64,96,36.43,990,708,855,65
1761033513929,83,97,36.19,174,631,128,81
1761033513949,63,98,36.15,698,578,994,64
1761033513969,65,96,36.6,826,173,456,58
1761033513989,94,98,36.58,450,37,520,97
1761033514008,86,95,36.98,189,369,140,88
