ts,hr,spo2,temp,red,ir,green,battery
1761033537693,81,97,37.18,236,899,282,96
1761033537713,77,97,36.95,644,889,951,55
1761033537733,99,99,36.47,671,168,615,59
1761033537753,69,95,36.49,640,427,354,82
1761033537772,64,98,36.22,53,636,911,86
1761033537793,89,98,36.78,576,489,332,90
1761033537813,74,97,37,334,167,119,60
1761033537833,64,99,36.97,507,611,550,72
1761033537853,97,97,37.08,416,965,302,68
1761033537873,83,98,36.14,400,913,615,56
1761033537893,78,100,36.01,831,55,471,84
1761033537913,90,99,36.61,737,421,555,77
1761033537933,99,96,36.7,573,50,770,87
1761033537953,74,96,36.85,304,41,981,99
1761033537973,65,99,36.74,89,633,130,70
1761033537993,75,98,36.83,711,965,568,95
1761033538013,83,99,36.4,941,479,965,55
1761033538033,98,100,36.87,691,572,800,88
1761033538054,72,96,37.12,224,242,667,78
1761033538073,67,96,36.77,6,520,54,58
1761033538093,71,95,37,526,765,300,65
1761033538113,84,98,36.86,293,263,321,76
1761033538133,72,98,36.01,60,804,408,66
1761033538153,91,100,36.42,491,4,635,92
1761033538172,62,99,36.29,840,729,766,58
1761033538193,91,98,36.83,814,233,8,90
1761033538213,73,99,36.71,536,494,270,83
1761033538233,97,96,36.54,34,538,208,67
1761033538253,100,100,36.19,671,527,448,99
1761033538273,83,97,36.06,643,609,848,67
1761033538293,68,96,37.18,687,447,564,63
1761033538314,75,95,36.87,344,573,379,98
1761033538332,87,98,36.62,837,776,761,54
1761033538353,73,97,37.17,700,246,95,66
1761033538373,64,98,36.12,820,401,456,98
1761033538393,76,100,36.71,440,963,986,100
1761033538413,82,96,36.14,395,343,376,67
1761033538433,73,96,36.53,581,829,127,100
1761033538452,68,99,36.3,26,490,68,78
1761033538472,62,96,36.8,185,222,755,100
1761033538493,63,99,36.75,278,117,518,84
1761033538513,79,98,37.15,962,75,2,80
1761033538533,72,99,36.93,369,210,154,75
1761033538553,89,98,36.59,669,677,151,80
1761033538573,96,95,36.02,118,875,594,90
1761033538593,86,97,36.28,235,232,634,81
1761033538613,93,96,37.07,462,184,448,88
1761033538633,95,96,37.08,677,777,911,87
1761033538653,96,95,36.32,496,742,324,66
1761033538673,90,100,36.22,262,886,402,74
1761033538692,79,98,36.98,624,472,968,53
1761033538713,94,97,36.9,34,43,727,95
1761033538733,69,97,36.6,461,759,202,65
1761033538753,81,98,36.1,441,65,551,71
1761033538773,60,96,36.69,296,160,966,78
1761033538793,79,97,36.08,998,811,493,58
1761033538813,89,98,36.4,609,882,443,90
1761033538833,78,99,36.44,146,766,296,53
1761033538853,91,99,37.19,468,459,132,56
1761033538873,86,97,36.85,999,283,132,56
1761033538893,98,100,36.45,567,922,656,87
1761033538913,62,100,36.98,688,916,356,94
1761033538932,97,97,36.18,195,10,706,91
1761033538953,73,98,36.75,723,647,866,77
1761033538972,97,100,36.42,406,676,622,55
1761033538993,74,100,37.14,528,500,312,86
1761033539014,66,99,36.04,936,550,563,59
1761033539033,91,97,36.68,485,703,553,77
1761033539053,98,99,37.14,873,438,936,64
1761033539072,84,99,37.01,313,578,107,52
1761033539093,86,97,37.09,753,198,2,61
1761033539113,90,99,36.85,763,15,334,69
1761033539133,79,96,36.2,609,418,845,91
1761033539153,73,96,36.21,921,143,49,99
1761033539173,73,97,36.43,220,463,724,55
1761033539194,100,100,36.21,816,922,903,72
1761033539213,95,95,37.09,948,326,822,95
1761033539233,61,96,36.45,479,52,226,81
1761033539253,89,95,36.49,945,404,265,78
1761033539273,96,95,36.24,339,432,873,86
1761033539293,87,96,36.96,555,718,516,59
1761033539314,81,95,36.19,971,61,631,56
1761033539333,68,97,36.4,30,874,793,72
1761033539353,89,95,36.65,309,392,497,79
1761033539372,96,99,36.91,594,392,263,67
1761033539393,85,97,36.6,214,261,441,57
1761033539413,94,99,37.04,229,945,496,71
1761033539433,69,96,36.97,137,970,559,81
1761033539454,72,97,36.95,903,166,108,98
1761033539473,88,97,36.14,606,127,603,89
1761033539493,80,100,36.06,366,972,456,62
1761033539513,85,100,36.62,476,145,750,59
1761033539533,66,97,36.71,748,726,956,97
1761033539553,71,96,36.22,330,745,721,74
1761033539573,84,95,36.13,553,107,898,99
1761033539593,93,99,36.09,417,794,529,91
1761033539613,78,97,37.18,801,387,391,70
1761033539633,72,100,36.62,202,662,970,90
1761033539653,61,99,36.94,820,469,326,86
1761033539672,95,100,36.17,769,905,363,89
1761033539693,98,99,36.8,466,120,958,58
1761033539712,77,98,36.66,222,494,552,54
1761033539733,64,99,36.09,668,195,120,90
1761033539753,71,99,36.2,482,840,21,59
1761033539773,65,100,36.01,509,63,751,53
1761033539793,99,97,36.15,625,45,793,58
1761033539813,75,100,36.56,140,627,200,73
1761033539833,76,96,36.87,898,130,396,57
1761033539853,63,97,36.4,124,422,101,95
1761033539873,89,95,37.13,736,333,670,95
1761033539893,61,97,36.52,385,780,933,99
1761033539913,79,98,36.07,541,578,313,57
1761033539933,88,96,37.14,168,927,206,70
1761033539952,87,98,36.67,37,315,639,57
1761033539973,66,99,36.23,915,74,101,66
1761033539993,67,98,36.84,356,309,939,91
1761033540013,83,98,36.88,147,594,493,63
1761033540033,80,96,36.83,770,955,146,89
1761033540053,83,96,36.08,357,550,112,93
1761033540073,88,100,37.04,459,252,569,92
1761033540093,73,99,36.61,388,830,889,91
1761033540113,71,99,36.17,808,981,13,69
1761033540133,91,97,36.99,477,458,752,75
1761033540154,98,97,37.03,902,643,661,51
1761033540173,84,97,36.84,949,696,668,95
1761033540193,87,98,36.99,69,895,169,70
1761033540213,100,96,36.18,623,70,175,95
1761033540233,81,98,37.03,350,300,740,59
1761033540253,61,100,36.63,215,799,335,70
1761033540273,60,98,36.13,616,140,183,70
1761033540293,67,97,36.99,403,33,514,91
1761033540313,69,97,36.7,481,620,699,83
1761033540333,82,98,36.24,345,194,167,88
1761033540353,75,97,36.02,774,572,165,95
1761033540373,71,99,36.17,581,757,795,99
1761033540392,99,96,36.76,616,976,799,60
1761033540413,93,96,36.57,610,250,183,92
1761033540433,99,99,36.53,682,344,491,88
1761033540453,94,97,36.39,360,165,764,94
1761033540473,85,97,36.1,439,526,533,58
1761033540494,90,96,36.1,558,482,656,77
1761033540513,67,97,36.65,371,743,534,75
1761033540533,69,99,36.87,710,306,412,55
1761033540553,95,100,36.03,220,903,147,92
1761033540573,70,100,36.34,632,904,372,65
1761033540592,87,98,36.96,612,141,475,97
1761033540613,88,99,36.62,654,879,132,54
1761033540633,65,98,36.79,453,322,380,79
1761033540653,86,98,36.15,380,283,712,67
1761033540673,68,95,36.58,227,481,177,52
1761033540693,87,96,36.81,877,577,28,99
1761033540713,97,97,36.48,496,952,706,66
1761033540733,63,99,37.04,71,581,385,75
1761033540751,78,95,37.12,452,827,794,60
1761033540773,68,100,37.08,257,546,592,69
1761033540793,80,100,36.31,115,331,205,58
1761033540814,78,96,36.24,255,292,656,89
1761033540833,76,95,37.02,805,587,189,58
1761033540853,74,99,36.71,181,307,837,82
1761033540873,79,99,36.66,941,104,494,76
1761033540893,90,99,36.36,413,161,583,50
1761033540912,65,98,36.54,668,217,310,77
1761033540933,80,100,36.52,807,401,837,78
1761033540953,95,98,36.92,983,89,427,72
1761033540973,66,100,36.84,381,870,768,77
1761033540993,64,99,36.14,427,106,710,67
1761033541013,82,98,36.07,974,51,130,98
1761033541033,99,98,36.95,599,935,880,84
1761033541052,78,96,36.24,25,324,721,99
1761033541073,76,99,37.05,853,783,344,77
1761033541094,86,99,37.1,840,241,397,75
1761033541113,96,98,37.1,264,402,14,55
1761033541133,68,97,36.3,799,681,264,65
1761033541153,96,96,36.24,332,627,2,92
1761033541172,71,96,36.45,538,132,180,81
1761033541193,78,97,36.4,879,808,778,87
1761033541213,86,99,36.16,56,402,707,71
1761033541234,68,97,36.74,773,663,777,79
1761033541253,85,98,36.06,568,281,295,81
1761033541273,77,98,36.54,820,344,413,82
1761033541293,72,97,36.69,184,401,212,60
1761033541312,64,97,37.1,923,490,944,88
1761033541333,88,98,36.25,801,613,528,58
1761033541353,71,97,36.51,176,805,612,97
1761033541374,91,99,36.76,948,751,755,70
1761033541392,97,99,36.99,747,451,741,78
1761033541413,78,98,36.22,491,347,2,96
1761033541433,85,95,36.96,822,206,299,80
1761033541453,86,99,36.8,155,813,208,71
1761033541472,94,97,36.32,638,472,167,87
1761033541493,64,97,36.21,165,515,576,55
1761033541513,81,95,37.1,608,729,611,54
1761033541533,69,99,36.39,808,28,852,71
1761033541553,69,95,36.57,592,338,791,99
1761033541573,68,100,36.67,334,146,354,80
1761033541593,70,98,36.76,357,203,428,87
1761033541613,93,96,36.46,37,146,844,54
1761033541633,85,100,36.84,447,53,810,96
1761033541654,73,96,36.83,745,445,967,53
1761033541673,75,95,36.79,718,778,101,62
1761033541693,95,100,37,27,926,436,69
1761033541713,71,97,36.22,482,572,660,88
1761033541733,69,95,36.81,115,627,476,76
1761033541753,87,97,36.91,21,824,53,51
1761033541772,80,100,36.31,232,957,491,59
1761033541793,82,96,36.71,852,613,383,96
1761033541813,89,98,36.43,823,401,301,77
1761033541833,73,100,36.08,525,83,577,99
1761033541853,97,100,36.9,814,900,122,88
1761033541873,71,97,37.04,207,998,886,98
1761033541893,63,98,36.4,968,311,639,86
1761033541914,74,95,36.5,743,511,343,84
1761033541933,72,96,37.13,529,197,696,73
1761033541953,60,99,36.18,394,768,86,67
1761033541972,89,95,36.37,862,825,165,81
1761033541993,91,99,36.52,986,836,425,55
1761033542013,97,98,36.04,646,436,54,98
1761033542033,69,97,37.1,853,647,591,58
1761033542054,82,98,36.1,491,869,371,66
1761033542073,61,99,36.52,189,594,804,66
1761033542093,88,100,36.21,621,815,58,71
1761033542113,71,98,36.24,595,875,81,88
1761033542133,88,97,36.53,298,616,299,58
1761033542153,83,97,36.98,366,678,907,76
1761033542173,98,96,36.78,979,126,979,86
1761033542193,95,98,36.78,318,158,483,81
1761033542213,72,96,36.45,309,455,743,56
1761033542233,76,97,36.74,822,682,822,70
1761033542253,94,99,36.29,40,566,174,56
1761033542273,90,97,36.58,583,890,332,95
1761033542293,96,97,36.28,875,901,527,62
1761033542313,67,98,36.46,625,350,106,94
1761033542333,87,99,36.04,3,886,352,53
1761033542353,65,96,36.82,25,481,156,65
1761033542373,85,99,36.64,688,428,228,56
1761033542392,72,100,36.94,816,765,481,84
1761033542413,87,98,36.16,58,837,888,75
1761033542433,79,95,36.55,859,753,201,73
1761033542453,73,97,36.74,358,557,492,69
1761033542473,89,99,37.1,967,208,762,95
1761033542493,97,98,36,577,497,372,67
1761033542513,77,96,37.1,548,817,624,60
1761033542533,85,95,36.21,497,279,344,88
1761033542553,78,97,36.63,512,744,314,66
1761033542573,84,100,36.29,364,93,229,68
1761033542593,96,96,37.16,370,428,505,52
1761033542613,85,96,36.26,948,6,50,68
1761033542633,81,97,36.99,18,801,199,66
1761033542653,65,96,36.69,30,443,487,62
1761033542673,83,99,36.49,422,549,282,83
1761033542693,62,97,36.58,357,309,545,96
1761033542713,85,96,36.5,504,348,129,67
1761033542733,75,99,36.35,188,344,672,67
1761033542753,63,98,36.42,367,576,25,68
1761033542773,87,95,36.97,439,922,159,92
1761033542793,73,95,37.06,161,45,906,70
1761033542813,90,96,36.66,754,373,25,77
1761033542833,97,98,36.91,739,417,824,53
1761033542853,91,99,37.05,506,670,462,97
1761033542873,82,98,36.36,771,739,69,59
1761033542893,99,95,36.57,740,265,537,61
1761033542913,86,99,36.46,287,646,71,98
1761033542933,77,99,36.38,618,442,843,97
1761033542953,83,97,36.48,279,545,396,92
1761033542973,72,99,36.71,255,620,192,57
1761033542994,65,99,36.62,427,299,467,52
1761033543013,99,100,36.54,368,994,839,69
1761033543033,75,95,36.4,244,497,428,69
1761033543053,76,98,36.19,496,605,777,99
1761033543073,99,100,36.49,220,298,274,81
1761033543093,78,99,37.08,764,868,954,94
1761033543113,91,97,36.25,931,683,917,52
1761033543133,61,98,37.14,923,781,986,71
1761033543153,74,97,36.35,706,689,956,78
1761033543172,95,98,37.12,874,946,631,77
1761033543193,75,98,36.24,525,325,134,86
1761033543213,79,96,36.93,847,600,108,78
1761033543233,77,100,36.01,457,759,297,57
1761033543253,62,95,36.23,678,759,656,94
1761033543273,64,100,36.21,172,596,837,65
1761033543293,97,97,36.08,607,261,741,52
1761033543313,80,98,36.81,166,592,205,70
1761033543333,86,97,36.08,442,616,83,66
1761033543353,67,96,36.52,33,48,630,94
1761033543373,98,99,37.16,677,30,290,59
1761033543393,81,96,36.91,304,447,50,68
1761033543413,85,98,36.71,85,841,939,64
1761033543433,65,96,36.76,136,229,689,72
1761033543452,86,98,36.13,465,615,700,77
1761033543473,61,99,36.04,649,499,196,96
1761033543493,69,96,36.41,817,799,922,52
1761033543513,90,96,36.88,146,865,230,100
1761033543533,87,98,36.65,773,913,943,97
1761033543553,90,96,36.95,866,917,701,88
1761033543573,82,96,36.13,417,315,545,65
1761033543593,87,97,36.71,306,856,139,96
1761033543613,68,97,36.29,23,737,937,69
1761033543633,62,96,37.06,832,47,971,98
1761033543652,97,97,36.33,815,326,573,80
1761033543673,77,100,37.06,914,765,529,63
1761033543693,99,99,37.01,815,35,363,60
1761033543713,91,99,36.35,619,950,285,98
1761033543733,94,97,36.56,561,944,198,70
1761033543753,84,96,36.24,853,213,485,59
1761033543772,84,98,37.17,511,61,954,65
1761033543793,99,97,36.06,579,681,578,98
1761033543813,88,96,37,444,938,344,60
1761033543833,88,97,36.79,976,605,282,73
1761033543853,83,98,36.9,309,341,250,82
1761033543873,72,98,36.64,280,724,905,51
1761033543893,85,96,36.68,203,930,35,56
1761033543912,92,96,36.63,793,874,436,93
1761033543933,95,96,36.7,225,505,541,92
1761033543953,70,100,37.07,290,845,238,82
1761033543973,91,100,36.4,53,547,942,52
1761033543993,91,99,36.32,40,449,345,52
1761033544013,94,98,37.09,629,364,332,80
1761033544032,77,96,36.27,896,700,267,62
1761033544053,80,98,36.33,507,80,568,79
1761033544073,73,98,37.08,550,85,426,66
1761033544093,91,99,36.51,612,529,984,74
1761033544113,84,96,36.54,550,482,94,56
1761033544133,68,98,36.15,178,28,760,95
1761033544153,82,95,36.96,107,361,548,59
1761033544172,91,95,36.46,140,812,877,86
1761033544193,66,96,36.79,162,853,4,79
1761033544213,95,95,36.28,258,267,0,70
1761033544233,86,97,36.61,592,733,889,57
1761033544253,80,95,36.55,527,725,200,91
1761033544273,79,96,36.92,201,185,706,54
1761033544293,70,100,36.91,340,479,974,63
1761033544313,70,98,36.13,306,818,500,63
1761033544333,95,96,36.34,206,302,730,57
1761033544353,66,95,36.76,891,321,11,69
1761033544372,76,98,36.34,265,958,330,77
1761033544393,74,97,36.75,721,11,245,100
1761033544413,88,99,37.06,646,427,420,50
1761033544433,76,99,36.19,360,521,834,57
1761033544453,69,97,36.07,239,875,758,78
1761033544473,85,97,36.11,241,661,782,68
1761033544493,80,96,36.45,315,675,463,87
1761033544513,75,99,37.07,878,187,250,53
1761033544533,66,99,36.44,865,43,568,80
1761033544552,65,96,36.52,929,454,324,90
1761033544573,90,98,36.53,820,417,68,57
1761033544593,96,97,36.66,47,14,406,84
1761033544613,64,98,36.86,490,916,28,88
1761033544633,70,97,36.88,199,36,626,88
1761033544653,64,95,36.95,188,144,274,53
1761033544673,88,96,36.89,9,892,693,98
1761033544693,89,97,37.18,186,940,13,91
1761033544713,99,98,36.16,987,995,288,60
1761033544733,77,98,36.65,696,629,620,81
1761033544753,99,96,36.72,331,588,568,73
1761033544774,81,96,36.51,591,145,896,94
1761033544793,64,99,36.11,19,721,512,52
1761033544813,87,97,36.73,941,518,644,84
1761033544833,92,98,36.66,400,868,625,98
1761033544853,79,99,36.14,174,564,133,73
1761033544872,77,99,36.91,880,665,165,70
1761033544893,72,96,36.13,427,186,68,68
1761033544913,80,95,36.82,325,960,438,58
1761033544933,69,96,36.56,836,751,852,83
1761033544953,97,99,36.58,717,715,830,71
1761033544973,71,96,36.6,211,167,992,87
1761033544993,67,96,36.5,419,345,74,56
1761033545013,78,98,37.01,732,639,985,80
1761033545033,62,95,36.74,404,842,644,78
1761033545053,81,97,37.06,843,958,317,73
1761033545073,69,97,36.53,624,785,332,88
1761033545093,66,99,36.8,583,449,832,89
1761033545113,100,97,36.12,970,680,537,56
1761033545133,91,100,36.18,612,127,74,96
1761033545153,74,96,36.38,771,221,218,54
1761033545173,64,100,36.01,455,203,946,63
1761033545193,81,99,36.06,449,836,744,92
1761033545213,78,99,37.14,71,239,386,72
1761033545233,100,99,36.05,971,573,327,68
1761033545253,94,96,36.72,103,909,882,77
1761033545273,94,100,36.81,395,120,674,75
1761033545293,73,98,36.38,154,362,824,99
1761033545313,75,97,36.75,431,490,649,90
