ts,hr,spo2,temp,red,ir,green,battery
1761033523701,79,96,37.18,910,917,615,79
1761033523722,68,99,36.52,944,312,689,100
1761033523741,70,96,36.92,418,697,995,72
1761033523761,85,95,36.82,884,448,1,91
1761033523781,84,97,36.38,805,557,380,95
1761033523801,73,96,36.01,963,430,957,95
1761033523820,63,97,36.21,554,470,958,70
1761033523841,67,98,37.13,581,434,732,56
1761033523861,94,99,36.84,319,581,223,52
1761033523881,78,96,36.99,29,863,729,78
1761033523901,82,100,36.31,797,932,233,79
1761033523921,84,97,36.43,468,735,156,98
1761033523941,99,97,37.08,192,481,883,71
1761033523961,81,96,36.21,250,395,137,74
1761033523981,93,100,37.1,848,25,640,84
1761033524002,85,96,36.11,683,368,722,61
1761033524021,72,97,36.99,442,507,584,88
1761033524041,74,97,36.21,136,944,608,62
1761033524061,70,98,36.95,279,954,292,52
1761033524081,74,99,37.15,862,282,727,70
1761033524101,91,95,36.23,965,138,739,85
1761033524122,68,96,36.17,732,392,318,98
1761033524141,87,96,36.81,37,40,719,94
1761033524161,95,95,36.04,838,759,164,61
1761033524181,61,97,36.67,719,376,309,64
1761033524200,63,99,37.04,889,122,791,90
1761033524222,80,97,36.69,526,139,257,61
1761033524240,86,97,37.01,533,13,547,86
1761033524261,88,100,36.74,973,41,342,98
1761033524282,91,99,37.18,159,348,109,76
1761033524301,66,97,36.99,435,222,411,59
1761033524321,75,98,36.56,209,811,935,77
1761033524341,82,97,36.55,75,958,576,96
1761033524361,93,99,36.18,583,767,651,58
1761033524382,61,100,36.81,805,854,863,81
1761033524401,61,96,36.49,616,61,833,53
1761033524421,64,95,36.75,740,846,411,70
1761033524441,96,99,37.15,365,5,610,88
1761033524460,77,96,36.83,985,832,451,98
1761033524482,77,97,36.51,73,960,933,85
1761033524501,78,96,36.93,68,481,129,70
1761033524520,93,96,36.61,847,599,37,64
1761033524541,61,99,36.12,525,60,195,92
1761033524561,99,97,36.25,470,892,300,63
1761033524581,75,100,36.2,761,248,593,74
1761033524601,62,100,36.84,141,148,608,95
1761033524621,93,98,36.3,426,706,888,77
1761033524641,80,97,36.94,458,330,862,99
1761033524661,60,99,36.95,364,66,322,88
1761033524680,66,95,36.52,264,49,521,83
1761033524701,69,98,36.6,973,81,426,51
1761033524721,68,98,36.13,983,370,552,93
1761033524741,95,100,36.01,447,604,204,86
1761033524762,91,96,36.35,40,276,846,87
1761033524781,71,96,36.65,559,706,554,59
1761033524801,81,96,36.38,69,291,788,99
1761033524821,83,97,36.38,365,28,529,99
1761033524841,83,99,36.73,89,8,288,62
1761033524861,69,100,36.68,461,799,862,81
1761033524881,94,97,36.72,316,710,534,93
1761033524901,67,97,36.43,614,767,391,55
1761033524921,78,98,36.9,687,593,581,93
1761033524941,61,97,36.47,721,495,725,83
1761033524961,73,96,36.47,553,928,13,78
1761033524981,61,96,36.66,679,308,975,75
1761033525001,93,97,36.72,167,872,83,73
1761033525020,78,98,36.05,675,525,797,81
1761033525042,67,96,37.07,81,695,779,93
1761033525061,74,99,36.89,668,555,590,90
1761033525080,86,95,36.21,272,902,540,69
1761033525101,70,99,36.21,161,770,182,64
1761033525121,78,96,36.44,854,776,593,88
1761033525141,90,97,36.96,145,192,579,79
1761033525161,65,95,36.37,355,311,744,61
1761033525181,78,99,36.66,495,895,278,66
1761033525201,64,97,36.29,635,812,629,85
1761033525221,72,95,36.61,205,689,569,74
1761033525241,82,98,36.24,299,444,400,79
1761033525261,70,98,36.71,94,120,247,96
1761033525280,88,99,36.35,389,248,958,52
1761033525301,65,96,36.59,586,89,936,74
1761033525321,73,99,36.59,426,85,739,64
1761033525341,94,98,37.17,906,305,431,98
1761033525360,69,96,37.1,432,394,788,97
1761033525382,61,98,36.69,669,618,621,57
1761033525401,64,98,36.79,199,468,19,61
1761033525421,86,97,36.65,974,763,839,99
1761033525441,99,99,36.28,979,907,828,66
1761033525461,67,98,36.21,45,139,849,98
1761033525481,93,98,36.61,431,589,708,68
1761033525500,95,96,36.44,897,255,239,84
1761033525522,72,98,36.44,806,185,938,61
1761033525539,93,97,36.93,328,165,446,89
1761033525561,90,98,37,723,40,580,52
1761033525582,78,100,36.52,345,966,967,51
1761033525601,91,99,36.63,952,55,871,51
1761033525621,97,96,36.8,848,675,589,98
1761033525641,83,97,37.05,870,789,500,94
1761033525661,80,97,36.14,267,527,685,77
1761033525681,69,98,36.64,679,864,713,83
1761033525701,72,95,37.15,328,975,278,88
1761033525721,78,96,37.06,255,286,154,56
1761033525741,99,96,36.8,342,874,18,61
1761033525761,72,95,36.46,585,112,912,61
1761033525780,96,98,36.5,95,386,291,74
1761033525801,71,99,37.06,960,443,305,63
1761033525821,92,96,36.13,304,888,294,98
1761033525841,97,97,36.94,848,340,970,61
1761033525861,76,98,36.46,129,257,886,71
1761033525881,99,99,36.57,215,492,545,60
1761033525901,61,97,36.75,225,840,437,51
1761033525921,69,99,36,585,947,450,72
1761033525940,94,96,36.12,897,814,322,56
1761033525961,78,97,36.45,838,704,922,57
1761033525980,70,100,37.03,82,932,885,63
1761033526002,73,97,37.06,768,826,276,91
1761033526021,90,95,36.24,816,387,426,58
1761033526041,67,100,36.49,266,660,275,66
1761033526061,82,98,36.5,268,489,53,74
1761033526081,66,99,36.04,526,344,709,80
1761033526101,74,99,36.2,671,500,566,81
1761033526121,98,96,36.38,277,679,935,67
1761033526142,85,99,36.71,485,987,5,69
1761033526161,79,97,36.69,850,958,475,93
1761033526180,81,99,36.07,862,98,398,61
1761033526201,87,98,36.02,483,504,667,75
1761033526222,74,98,36.41,294,441,384,98
1761033526241,75,99,36.56,186,419,210,53
1761033526261,95,96,37.07,477,488,604,91
1761033526280,91,99,36.2,658,396,833,71
1761033526302,81,95,37.05,443,869,846,72
1761033526321,70,96,36.02,100,793,523,88
1761033526341,73,99,36.39,449,910,628,99
1761033526361,83,97,36.42,535,32,930,59
1761033526381,91,99,36.83,173,589,877,73
1761033526401,68,98,36.78,261,932,589,60
1761033526421,92,96,37.05,142,551,878,89
1761033526441,78,97,36.57,493,723,448,90
1761033526461,86,97,36.79,518,458,438,52
1761033526481,99,96,36.7,189,310,18,54
1761033526501,81,100,37.16,99,348,526,73
1761033526521,62,98,36.87,747,905,995,68
1761033526541,66,99,37.1,460,183,263,63
1761033526561,68,99,36.05,728,855,441,98
1761033526581,84,99,37.05,826,38,395,73
1761033526601,99,98,36.42,941,641,140,53
1761033526621,87,97,37.01,674,233,271,70
1761033526641,80,95,36.84,324,751,62,63
1761033526661,64,97,36.3,240,781,146,83
1761033526681,75,95,37.16,472,924,912,99
1761033526701,75,96,36.33,531,120,519,57
1761033526721,86,98,36.53,164,558,318,51
1761033526741,87,96,36.51,749,400,921,81
1761033526761,90,99,36.5,647,96,868,91
1761033526781,70,95,36.51,938,18,924,70
1761033526801,70,99,36.7,976,3,265,83
1761033526821,62,96,36.54,254,367,732,72
1761033526841,73,97,37.03,830,348,833,99
1761033526860,92,100,36.75,972,914,613,96
1761033526881,88,97,37.05,180,799,525,61
1761033526901,88,98,36.54,642,2,736,82
1761033526921,74,100,36.47,674,829,505,98
1761033526941,64,99,36.92,753,46,755,85
1761033526961,63,98,36.61,63,587,505,64
1761033526981,91,96,36.95,986,851,801,94
1761033527001,99,97,37.03,60,167,183,99
1761033527021,69,98,36.6,56,882,513,62
1761033527041,67,99,37.12,14,848,56,67
1761033527061,88,96,36.52,951,270,770,73
1761033527080,65,97,37.12,966,287,867,80
1761033527101,94,96,36.27,355,528,909,95
1761033527120,80,100,36.11,115,401,642,74
1761033527141,61,97,36.35,872,599,151,88
1761033527161,91,100,36.4,469,930,315,99
1761033527180,66,97,36.79,750,738,505,91
1761033527201,87,97,36.59,187,912,621,70
1761033527221,73,98,36.69,397,826,822,62
1761033527241,97,99,37.07,330,877,442,59
1761033527261,87,97,36.45,961,136,529,77
1761033527281,68,98,36.46,150,19,238,68
1761033527301,61,96,36.33,696,208,44,63
1761033527321,76,98,36.6,895,919,837,64
1761033527341,63,98,36.99,154,733,959,67
1761033527361,92,97,36.13,362,494,287,77
1761033527381,70,98,36.55,949,584,932,84
1761033527400,92,96,36.58,9,624,618,72
1761033527421,98,97,36.81,741,121,304,86
1761033527441,99,96,36.88,939,120,980,59
1761033527460,97,95,37.01,845,708,173,74
1761033527481,86,98,36.94,113,740,157,72
1761033527501,83,96,36.79,217,995,132,89
1761033527522,75,98,36.46,994,700,952,67
1761033527541,89,96,36.54,213,641,682,70
1761033527561,98,99,37.01,791,805,300,81
1761033527581,74,97,36.62,646,796,566,68
1761033527601,64,95,36.73,759,142,263,85
1761033527621,99,97,36.67,675,342,639,70
1761033527641,60,95,36.13,334,694,190,80
1761033527661,95,97,36.95,62,942,205,57
1761033527681,72,99,36.82,661,394,565,56
1761033527701,66,98,36.14,795,265,863,74
1761033527721,66,96,36.41,696,64,691,60
1761033527741,95,97,36.67,495,987,747,73
1761033527761,72,97,36.54,463,157,837,63
1761033527781,91,99,36.57,687,958,842,95
1761033527801,65,96,36.87,933,597,451,85
1761033527821,79,97,36.04,135,882,684,60
1761033527841,85,95,36.1,152,601,650,88
1761033527860,87,95,36.27,531,402,729,55
1761033527881,68,97,37.19,790,443,509,65
1761033527901,99,99,36.52,960,969,727,94
1761033527921,82,97,36.19,952,518,355,67
1761033527941,99,96,36.38,779,219,568,76
1761033527961,69,99,36.03,772,746,9,82
1761033527981,69,97,36.07,307,749,218,68
1761033528000,98,95,36.14,758,270,730,84
1761033528021,67,97,36.74,235,214,315,64
1761033528041,93,99,36.95,185,626,709,86
1761033528062,62,96,36.26,452,135,221,64
1761033528081,76,96,36.38,65,64,781,94
1761033528101,88,95,36.06,941,303,309,92
1761033528121,83,98,36.03,882,541,490,74
1761033528141,94,98,36.27,755,475,122,99
1761033528161,79,99,37.12,177,317,420,68
1761033528181,84,96,37.11,753,572,95,60
1761033528201,97,99,36.22,953,434,147,65
1761033528221,82,97,36.77,465,762,436,71
1761033528241,65,98,36.76,801,74,625,82
1761033528261,76,98,37.04,119,608,735,58
1761033528281,61,99,36.89,434,802,779,77
1761033528301,67,95,36.64,846,877,2,58
1761033528321,87,99,36.09,657,900,261,67
1761033528341,72,95,36.54,51,457,612,78
1761033528361,67,97,36.35,619,472,196,61
1761033528381,88,99,37.06,96,752,840,99
1761033528401,65,95,37.05,905,71,650,51
1761033528420,71,96,37.05,284,262,489,89
1761033528441,93,96,36.15,600,770,732,100
1761033528461,75,96,36.28,92,660,355,54
1761033528481,61,96,36.38,0,38,120,92
1761033528501,80,98,36.86,24,95,333,56
1761033528521,73,96,37.1,420,865,196,64
1761033528541,61,98,37.06,645,332,558,85
1761033528561,99,98,36.27,893,870,278,63
1761033528581,67,96,37.13,14,864,858,96
1761033528601,99,100,36.51,117,505,816,50
1761033528621,92,95,36.94,240,31,870,57
1761033528641,77,100,37.02,551,160,745,71
1761033528661,96,99,37.1,297,765,433,60
1761033528681,74,95,36.78,519,586,541,64
1761033528701,95,98,37.04,118,855,480,78
1761033528721,84,97,36.33,605,909,383,70
1761033528741,75,98,36.24,147,542,956,67
1761033528761,84,98,36.35,468,566,517,58
1761033528781,83,95,36.68,59,408,453,87
1761033528801,84,99,36.27,342,9,430,96
1761033528821,77,97,36.31,911,37,33,71
1761033528841,87,99,36.21,618,29,523,57
1761033528861,91,99,36.02,685,693,361,97
1761033528881,100,97,36.58,877,728,844,85
1761033528901,72,99,37.15,83,79,500,86
1761033528921,66,96,37,205,169,108,91
1761033528941,78,97,36.95,210,37,261,58
1761033528962,83,95,36.16,515,538,332,75
1761033528981,96,98,36.68,452,335,238,99
1761033529001,86,100,36.33,486,924,985,87
1761033529021,80,98,36.51,197,327,552,58
1761033529041,61,96,37.2,223,48,627,88
1761033529061,82,99,36.89,546,186,122,93
1761033529081,88,97,36.78,368,846,105,87
1761033529101,87,97,36.35,411,156,277,100
1761033529121,78,95,36.43,372,651,92,56
1761033529141,99,99,36.09,800,960,651,73
1761033529161,75,96,36.9,465,923,581,62
1761033529181,100,99,36.58,50,524,793,99
1761033529201,80,98,36.99,37,837,696,92
1761033529221,87,96,36.19,606,892,382,74
1761033529240,87,99,36.33,575,431,338,79
1761033529261,65,99,36.31,962,46,377,62
1761033529281,74,100,37.12,183,818,104,74
1761033529302,61,97,37.1,248,923,973,70
1761033529321,76,96,36.13,578,268,753,98
1761033529340,70,99,36.15,813,207,514,92
1761033529359,63,96,36.28,708,412,29,89
1761033529382,72,96,36.82,48,707,238,100
1761033529401,69,98,37.09,717,489,66,89
1761033529421,63,98,36.16,653,262,188,60
1761033529441,74,96,36.12,829,997,424,85
1761033529461,64,97,37.18,49,969,770,67
1761033529481,96,97,36.44,300,217,167,88
1761033529501,92,97,36.08,222,504,851,69
1761033529521,99,99,36.3,196,233,848,50
1761033529541,77,96,36.48,872,642,754,86
1761033529561,67,99,36.27,782,355,560,75
1761033529581,99,100,36.04,999,520,206,54
1761033529601,96,97,36.81,623,795,682,78
1761033529620,66,96,36.97,510,436,0,64
1761033529640,94,96,36.33,164,278,320,77
1761033529661,75,99,37.03,676,98,780,90
1761033529681,76,97,36.17,482,568,583,58
1761033529701,87,98,36.32,499,720,417,84
1761033529721,71,99,36.05,792,808,121,89
1761033529741,97,97,36.7,194,227,969,80
1761033529761,79,97,36.23,160,953,189,74
1761033529781,99,100,36.43,584,351,853,68
1761033529801,72,97,36.41,254,482,787,96
1761033529821,66,97,37.03,57,634,518,58
1761033529841,90,98,36.55,89,621,128,87
1761033529860,81,100,36.18,27,33,384,83
1761033529881,81,97,36.17,220,89,443,51
1761033529902,93,98,36.08,661,497,754,95
1761033529921,100,97,36.17,237,986,615,77
1761033529941,88,95,36.26,136,815,929,81
1761033529961,86,95,37.07,918,2,979,65
1761033529981,64,97,36.32,441,667,908,65
1761033530001,83,97,36.1,208,80,206,86
1761033530021,85,96,36.9,148,717,555,81
1761033530041,78,100,36.42,424,93,112,92
1761033530060,83,96,36.33,236,173,980,72
1761033530081,78,99,36.9,299,504,244,95
1761033530101,94,97,36.05,272,220,904,80
1761033530121,100,100,36.32,198,616,86,81
1761033530141,79,99,36.95,607,171,173,53
1761033530161,79,96,36.12,531,927,989,93
1761033530181,86,99,37.14,170,786,369,80
1761033530201,68,99,36.47,267,246,191,78
1761033530221,66,97,36.19,671,931,875,87
1761033530241,67,97,36.3,883,441,161,66
1761033530261,61,95,36.06,33,285,757,92
1761033530281,61,96,37.13,337,266,652,57
1761033530301,91,98,36.02,707,955,753,92
1761033530321,90,96,37.05,620,257,834,90
1761033530341,97,96,37.2,137,904,74,88
1761033530361,63,95,37.01,878,910,221,60
1761033530381,89,99,36.91,360,333,119,51
1761033530401,70,97,36.77,447,439,906,99
1761033530421,62,95,37.16,897,173,304,77
1761033530441,98,96,36.83,625,16,386,57
1761033530461,77,97,36.83,297,298,35,52
1761033530481,64,100,37.03,385,13,408,82
1761033530501,90,97,37.19,785,39,767,56
1761033530521,82,95,36.73,589,35,399,52
1761033530541,83,95,36.91,215,630,699,54
1761033530561,65,97,36.56,603,414,384,62
1761033530581,93,98,36.83,683,470,386,68
1761033530601,81,96,36.99,969,529,531,60
1761033530621,81,99,36.9,450,414,392,73
1761033530641,85,96,36.68,319,725,400,55
1761033530661,79,98,36.76,779,798,259,76
1761033530681,86,99,36.66,452,809,648,94
1761033530701,68,97,36.21,233,673,972,98
1761033530721,72,97,36.97,488,167,791,62
1761033530741,75,95,36.44,656,296,368,71
1761033530761,94,95,37.1,814,454,456,99
1761033530782,60,98,36.93,485,272,645,72
1761033530801,61,95,37.09,183,998,134,63
1761033530821,83,97,37.09,997,569,849,67
1761033530841,84,99,36.42,46,84,929,88
1761033530861,63,98,36.67,804,917,740,56
1761033530881,75,95,36.68,734,628,55,94
1761033530901,71,96,36.56,173,968,35,92
1761033530921,62,98,36.16,644,769,961,52
1761033530941,85,95,37.05,701,77,45,53
1761033530961,97,100,37.12,785,158,481,53
1761033530981,81,99,37.17,640,104,947,87
1761033531001,72,97,36.65,895,344,668,83
1761033531021,62,99,36.58,848,670,92,73
1761033531041,95,95,36.33,191,459,712,75
1761033531060,74,98,36.63,332,744,272,71
1761033531081,84,97,36.74,356,60,597,69
1761033531101,84,98,36.9,975,805,149,59
1761033531121,64,97,36.99,364,802,616,52
1761033531141,82,97,36.08,101,882,450,62
1761033531161,70,95,36.32,149,868,854,95
1761033531181,61,95,37.12,507,347,31,79
1761033531201,84,96,36.43,769,767,482,86
1761033531221,74,100,36.61,954,650,906,54
1761033531241,79,98,36.87,757,12,651,67
1761033531260,96,97,36.3,586,544,508,72
1761033531281,72,96,36.71,394,886,81,52
1761033531301,95,99,36.28,758,620,703,70
1761033531321,75,97,37.08,701,822,125,74
1761033531341,69,96,36.59,525,156,397,76
1761033531361,88,98,36.91,269,228,819,95
1761033531380,94,100,36.21,856,133,224,97
1761033531401,61,98,37.02,881,557,138,87
1761033531421,88,96,36.7,908,455,631,95
1761033531440,95,97,36.56,701,905,876,68
1761033531461,94,97,36.56,58,314,623,71
1761033531481,90,99,37.11,9,288,19,99
1761033531501,92,97,37.13,680,879,320,75
1761033531521,77,99,37.04,288,409,851,86
1761033531541,66,98,36.77,374,766,995,99
1761033531561,95,98,36.84,195,142,560,93
1761033531581,96,96,36.64,753,951,764,70
1761033531601,88,97,36.71,674,445,388,51
1761033531621,94,98,37.18,955,233,174,97
1761033531641,74,98,37.05,244,884,228,55
1761033531661,61,99,36.04,792,13,937,67
1761033531681,90,97,36.33,261,725,965,89
1761033531700,61,99,36.34,48,714,33,64
1761033531721,86,98,36.79,726,611,274,90
1761033531741,68,97,36.09,253,428,642,71
1761033531761,70,95,36.6,239,90,708,98
1761033531781,65,99,36.05,504,251,814,76
1761033531801,97,99,36.06,756,774,544,93
1761033531821,98,98,36.65,471,511,310,79
1761033531842,74,97,36.65,65,663,589,59
1761033531861,79,96,36.54,50,413,708,67
1761033531881,72,95,37.08,828,718,725,73
1761033531901,99,99,36.37,179,869,862,82
1761033531921,71,96,36.4,778,500,410,70
1761033531941,66,95,37.13,318,538,802,97
1761033531961,87,99,36.12,260,659,982,89
1761033531981,90,97,36.78,677,314,767,88
1761033532001,89,99,37.01,33,7,978,99
1761033532020,61,100,36.91,639,551,707,77
1761033532042,74,99,36.69,466,285,662,80
1761033532061,71,98,36.46,751,15,775,76
1761033532081,83,95,36.53,915,321,997,58
1761033532101,74,95,36.32,283,95,594,92
1761033532121,100,100,36.09,783,36,527,66
1761033532141,90,96,36.37,425,607,56,58
1761033532161,76,98,37.09,40,943,76,71
1761033532181,66,95,36.92,374,687,963,90
1761033532201,72,98,36.97,681,418,733,92
1761033532221,82,96,36.23,580,325,344,67
1761033532241,74,95,36.71,200,258,899,54
1761033532261,68,99,36.03,498,434,663,54
1761033532280,80,95,36.81,197,824,743,79
1761033532301,69,97,36.7,421,143,684,80
1761033532321,61,99,36.3,298,222,171,55
1761033532341,79,97,36.51,348,852,399,99
1761033532361,85,98,36.05,648,28,747,57
1761033532381,84,99,37.2,691,870,66,83
1761033532400,85,96,36.98,17,803,377,88
1761033532421,63,100,36.91,128,701,986,86
1761033532441,95,96,36.1,349,77,806,77
1761033532461,74,95,37.06,865,100,126,95
1761033532481,66,96,36.81,731,134,97,70
1761033532501,70,99,36.95,291,215,973,75
1761033532521,70,96,36.55,38,588,782,51
1761033532541,90,97,36.69,580,536,391,90
1761033532561,75,99,36.97,388,995,477,51
1761033532581,72,98,36.69,112,314,41,59
1761033532601,79,99,36.19,797,614,463,72
1761033532621,71,100,36.79,440,693,479,89
1761033532641,64,98,36.7,982,782,24,77
1761033532661,78,96,36.17,229,249,181,90
1761033532681,91,99,36.02,515,95,677,64
1761033532701,64,97,36,244,657,910,75
1761033532721,61,99,36.34,139,637,33,60
1761033532741,83,98,36.56,519,86,500,86
1761033532761,74,96,36.19,43,209,125,58
1761033532781,77,100,36.65,3,55,445,67
1761033532801,68,96,36.62,753,92,839,55
1761033532821,78,98,37.07,910,916,388,87
1761033532841,97,98,37.16,218,286,0,80
1761033532861,81,97,36.61,227,17,43,57
1761033532881,97,96,36.74,872,259,861,92
1761033532901,94,95,37.04,987,101,625,90
1761033532921,73,98,36.84,901,41,326,61
1761033532941,64,97,36.01,556,168,505,53
1761033532961,62,96,36.14,458,321,18,83
1761033532981,85,97,36.59,528,526,43,65
1761033533001,62,96,36.82,927,519,309,62
1761033533021,83,97,36.73,228,29,751,91
1761033533040,94,95,36.72,628,9,505,60
1761033533060,64,98,36.37,762,176,899,74
1761033533081,94,96,36.92,835,498,682,53
1761033533101,63,99,36.71,848,752,476,54
1761033533121,89,97,37.02,824,308,794,92
1761033533141,69,100,36.44,368,129,375,64
1761033533162,62,97,36.34,580,438,362,82
1761033533181,69,99,36.61,912,588,670,76
1761033533201,97,100,36.22,15,264,178,72
1761033533221,74,100,36.87,849,293,288,70
1761033533241,65,98,36.2,882,429,149,85
1761033533261,68,100,36.61,142,810,103,55
1761033533281,62,98,36.15,886,416,971,66
1761033533301,99,98,37.05,261,888,381,59
1761033533321,73,98,37.15,624,51,723,54
1761033533341,67,96,37.12,443,654,98,65
1761033533360,83,98,37.1,312,703,787,88
1761033533381,98,98,36.92,750,620,192,88
1761033533401,76,100,36.89,841,75,166,72
1761033533420,62,100,36.13,85,28,816,76
1761033533441,81,97,36.54,907,460,795,75
1761033533461,75,97,36.87,293,38,492,92
1761033533481,75,98,36.08,297,586,862,55
1761033533502,89,96,36.64,712,735,774,71
1761033533521,88,99,37.17,206,166,411,82
1761033533540,67,98,36.06,433,130,146,79
1761033533561,100,97,37.15,895,12,207,52
1761033533582,90,98,37.18,512,529,160,63
1761033533601,88,96,36.73,189,151,933,59
1761033533621,79,98,36.45,928,272,58,66
1761033533641,63,99,36.43,981,70,679,86
1761033533661,70,96,36.61,596,778,839,72
1761033533680,78,96,36.15,986,796,64,96
1761033533701,60,99,36.34,60,764,22,96
1761033533721,67,96,37.08,711,102,11,95
1761033533741,73,98,36.38,791,593,938,73
1761033533761,72,97,37.01,201,775,401,95
1761033533780,68,98,37.03,74,850,857,52
1761033533801,90,99,36.59,499,311,166,88
1761033533821,71,99,36.55,365,729,214,95
1761033533841,98,99,36.46,324,316,529,85
1761033533861,98,97,36.61,234,606,197,77
1761033533881,81,98,36.47,146,728,827,72
1761033533901,67,99,36.51,912,790,424,55
1761033533920,62,100,37.02,299,37,754,91
1761033533941,63,96,36.86,575,919,246,74
1761033533961,93,97,36.34,411,57,635,55
1761033533982,86,98,36.57,520,189,937,96
1761033534001,79,97,37.14,290,246,325,65
1761033534021,97,96,36.85,319,228,60,53
1761033534040,71,97,37.02,991,444,744,56
1761033534062,69,97,36.05,287,707,562,60
1761033534081,91,98,36.23,430,871,463,90
1761033534101,72,96,36.02,479,427,429,60
1761033534120,70,99,36.84,774,140,623,75
1761033534141,79,97,36.52,751,980,656,93
1761033534161,86,99,36.65,681,687,559,93
1761033534182,96,97,36.33,564,644,673,61
1761033534201,92,96,36.79,390,138,7,70
