ts,hr,spo2,temp,red,ir,green,battery
1761033531789,69,96,36.57,46,3,498,92
1761033531809,65,96,37.09,206,917,830,54
1761033531831,99,98,36.57,476,856,986,84
1761033531849,81,98,36.46,594,59,536,83
1761033531870,81,95,36.91,538,205,835,72
1761033531890,99,100,37.19,315,484,762,90
1761033531910,95,100,36.61,262,208,780,96
1761033531930,96,95,36.22,871,384,446,76
1761033531951,81,99,36.34,610,616,292,75
1761033531970,95,95,36.74,497,378,892,61
1761033531989,85,98,36.74,133,806,46,81
1761033532009,88,95,36.73,161,364,225,95
1761033532030,95,95,37.15,391,909,185,86
1761033532050,92,100,36.81,861,27,188,87
1761033532070,69,96,36.73,60,318,782,51
1761033532090,99,99,36.63,913,344,632,56
1761033532110,81,96,36.35,321,386,589,79
1761033532129,67,99,36.6,147,374,516,81
1761033532150,84,99,36.8,608,267,990,54
1761033532169,61,95,36.68,460,692,542,56
1761033532189,69,95,36.55,774,494,922,54
1761033532210,81,96,36.5,758,119,32,65
1761033532229,71,97,36.26,666,811,385,77
1761033532249,87,96,36.18,380,44,264,89
1761033532270,68,98,36.82,505,436,87,96
1761033532290,64,99,37.19,68,64,637,71
1761033532309,64,96,36.51,355,558,822,96
1761033532329,91,97,36.63,699,967,135,83
1761033532350,100,96,36.53,839,420,820,81
1761033532369,74,95,36.27,777,26,310,78
1761033532389,64,98,36.35,260,734,882,99
1761033532411,70,98,36.4,41,183,751,58
1761033532429,91,96,36.86,988,133,804,50
1761033532449,88,99,36.45,136,838,704,60
1761033532471,86,95,36.15,345,837,593,62
1761033532489,92,99,36.06,873,742,656,90
1761033532510,83,98,36.82,427,232,764,65
1761033532529,93,96,37.19,209,994,668,53
1761033532550,97,99,37.17,54,459,450,69
1761033532570,84,95,36.65,434,36,123,90
1761033532590,91,96,36.03,858,420,77,93
1761033532610,91,95,36.48,481,656,2,55
1761033532630,93,96,37.19,280,304,617,100
1761033532650,72,99,36.05,419,771,738,60
1761033532669,61,96,36.91,682,392,169,61
1761033532690,92,98,36.65,837,117,155,53
1761033532710,89,96,36.19,573,0,193,91
1761033532730,68,99,36.45,470,213,921,63
1761033532750,80,96,36.37,266,819,923,87
1761033532771,92,97,36.46,528,167,241,56
1761033532789,66,100,37.06,473,801,345,82
1761033532808,66,97,36.82,873,809,656,62
1761033532829,77,99,36.58,869,949,552,96
1761033532850,62,98,36.23,472,135,271,57
1761033532869,95,99,36.57,285,767,380,67
1761033532890,99,95,36.29,1,810,629,74
1761033532910,81,96,36.01,96,869,448,75
1761033532930,69,100,36.54,299,0,579,95
1761033532950,63,96,37.11,235,545,999,74
1761033532970,90,100,37.06,497,757,994,71
1761033532989,77,96,37.18,366,606,26,66
1761033533010,92,98,37.17,615,985,279,60
1761033533030,79,96,36.6,384,944,12,69
1761033533049,73,100,36.6,665,546,459,96
1761033533070,68,96,37.01,14,23,638,80
1761033533090,76,99,36.29,987,6,699,60
1761033533110,94,95,36.7,401,996,606,52
1761033533130,80,98,36,188,785,337,93
1761033533150,92,98,36.41,287,782,137,52
1761033533170,99,98,36.15,844,914,440,77
1761033533190,72,99,36.81,55,221,751,80
1761033533210,71,99,36.6,313,598,130,51
1761033533230,82,98,36.4,369,734,353,98
1761033533250,66,100,37.09,903,758,181,83
1761033533270,72,97,36.53,660,883,875,61
1761033533290,97,99,36.84,209,201,662,90
1761033533311,64,96,37.19,997,976,976,82
1761033533330,72,98,36.64,705,738,665,95
1761033533349,69,98,36.03,893,293,305,62
1761033533369,61,97,36.48,40,79,841,50
1761033533390,61,99,36.97,131,855,903,68
1761033533410,87,96,36.06,413,957,458,71
1761033533431,88,99,36.75,594,876,164,86
1761033533449,67,100,36.43,888,444,868,51
1761033533470,67,98,36.61,317,496,746,72
1761033533490,63,96,36.41,814,554,647,77
1761033533510,65,96,37.15,194,690,301,88
1761033533530,86,99,36.56,233,612,111,92
1761033533550,68,96,36.89,119,694,585,58
1761033533569,71,98,37.14,155,113,629,92
1761033533590,70,98,36.37,872,915,903,96
1761033533609,83,96,36.41,726,296,244,60
1761033533630,95,95,37.12,511,867,219,98
1761033533650,77,98,36.78,822,38,888,92
1761033533670,63,96,36.34,340,458,837,55
1761033533689,80,100,36.48,694,91,451,56
1761033533709,71,97,36.75,965,924,693,51
1761033533730,90,98,36.67,28,103,175,82
1761033533750,76,99,36.83,825,367,731,96
1761033533770,90,99,36.9,442,27,188,53
1761033533790,87,98,36.07,565,880,149,78
1761033533810,63,96,36.37,712,901,205,85
1761033533830,97,97,37.17,76,629,313,82
1761033533851,98,96,36.72,300,848,552,90
1761033533869,91,97,36.7,194,924,860,97
1761033533890,100,97,36.45,985,678,659,95
1761033533909,83,98,36.52,102,235,223,54
1761033533930,78,95,36.55,430,590,45,62
1761033533950,78,97,36.76,792,381,525,53
1761033533971,78,99,36.88,950,756,723,93
1761033533989,78,100,36.07,323,747,755,98
1761033534009,70,96,36.94,678,232,379,87
1761033534030,94,99,36.24,179,556,625,64
1761033534050,81,99,37.19,869,661,850,82
1761033534069,91,99,36.68,342,649,714,62
1761033534090,71,97,36.12,999,93,490,80
1761033534110,78,95,36.33,394,608,331,64
1761033534130,61,98,36.62,281,449,571,57
1761033534149,63,97,36.4,766,866,389,74
1761033534170,90,99,36.62,654,890,729,95
1761033534189,97,97,37.02,867,212,536,98
1761033534210,96,99,36.89,329,460,605,72
1761033534230,64,98,37.16,933,527,235,52
1761033534250,63,99,36.39,241,623,115,88
1761033534270,64,99,36.03,900,266,210,87
1761033534290,93,97,36.88,52,983,505,77
1761033534310,79,99,36.12,122,529,879,74
1761033534330,78,96,36.36,165,595,659,89
1761033534349,62,98,36.66,407,58,859,66
1761033534370,83,100,36.29,7,461,213,86
1761033534390,80,98,36.79,104,589,11,100
1761033534410,66,98,37.02,746,68,886,53
1761033534430,71,97,36.55,8,139,555,78
1761033534450,76,97,37.15,942,441,621,97
1761033534470,63,96,36.58,534,846,828,94
1761033534489,72,96,36.8,324,869,27,83
1761033534514,78,96,36.13,272,383,547,91
1761033534529,79,100,36.36,154,672,738,52
1761033534551,93,98,36.28,603,40,893,63
1761033534569,60,96,36.95,822,659,999,89
1761033534590,64,99,36.65,545,663,635,81
1761033534610,92,100,37.05,200,375,734,65
1761033534630,90,100,36.63,576,610,985,59
1761033534650,68,96,37.14,706,744,320,62
1761033534670,69,98,36.46,919,408,112,74
1761033534691,73,95,36.33,335,494,491,65
1761033534709,67,96,36.2,578,397,209,96
1761033534730,63,96,36.57,991,857,86,57
1761033534750,82,96,36.37,99,365,472,63
1761033534770,63,97,37.12,782,999,62,94
1761033534790,98,96,37,169,364,607,65
1761033534810,82,99,36.48,475,705,463,52
1761033534830,91,100,36.95,964,26,677,78
1761033534850,84,99,37.11,695,140,114,99
1761033534870,90,97,36.62,443,432,349,76
1761033534890,94,99,36.72,821,211,661,94
1761033534910,61,97,36.77,243,839,374,64
1761033534931,76,96,36,405,610,40,95
1761033534950,75,96,37.1,412,141,181,84
1761033534970,93,97,37.17,12,407,16,60
1761033534990,91,100,36.54,27,871,12,98
1761033535010,87,97,36.1,724,579,131,91
1761033535029,74,96,36.06,469,350,332,68
1761033535050,70,98,36.53,467,785,564,67
1761033535070,83,99,36.91,677,89,51,50
1761033535090,71,98,36.37,787,344,70,62
1761033535110,95,99,36.62,818,796,336,60
1761033535130,85,96,36.98,266,515,695,90
1761033535150,93,100,36.17,183,481,548,58
1761033535169,81,96,36.42,844,778,930,67
1761033535190,88,96,36.18,406,104,473,65
1761033535210,61,96,36.73,255,986,196,50
1761033535230,79,97,36.54,83,567,673,86
1761033535249,69,98,36.87,739,560,528,55
1761033535270,86,96,37.19,296,238,84,72
1761033535290,74,97,36.64,710,31,782,83
1761033535310,100,100,36.72,672,226,656,100
1761033535330,94,95,36.58,152,990,7,57
1761033535350,89,97,36.92,233,11,145,88
1761033535370,75,96,36.15,870,697,980,96
1761033535390,78,99,36.2,479,990,703,89
1761033535409,96,98,36.52,116,534,720,98
1761033535429,95,98,36.05,794,798,657,87
1761033535450,62,98,36.04,990,104,241,88
1761033535470,98,99,36.84,355,968,777,50
1761033535490,92,95,36.7,242,700,89,85
1761033535510,70,97,36.18,602,177,930,51
1761033535530,68,98,36.18,996,41,283,74
1761033535550,60,96,36.16,12,138,233,61
1761033535570,100,99,36.77,291,332,531,78
1761033535590,66,96,36.99,555,839,240,64
1761033535609,92,98,36.84,416,92,568,55
1761033535631,84,95,36.85,652,821,386,73
1761033535649,96,95,36.29,180,513,347,60
1761033535669,87,96,36.95,839,22,179,51
1761033535690,62,97,36.88,457,265,632,86
1761033535710,94,97,37.13,639,801,815,77
1761033535730,74,96,36.29,68,556,189,93
1761033535750,62,98,36.53,129,158,857,56
1761033535770,61,98,36.12,631,456,891,95
1761033535790,84,99,36.81,856,251,229,78
1761033535810,61,97,36.85,311,333,841,64
1761033535830,77,99,36.8,897,955,374,92
1761033535849,80,97,36.33,369,722,58,86
1761033535869,82,98,36.86,870,552,911,55
1761033535890,88,97,36.59,444,703,63,88
1761033535910,73,100,36.31,639,830,731,54
1761033535930,74,97,36.33,916,434,51,79
1761033535950,72,98,37.09,27,600,817,58
1761033535970,87,96,36.23,178,925,451,89
1761033535989,62,97,36.7,311,302,832,59
1761033536010,80,100,36.86,200,567,534,59
1761033536029,81,99,36.85,622,30,889,91
1761033536050,91,95,36,230,950,585,64
1761033536070,89,95,36.06,125,734,690,65
1761033536090,60,96,37.02,586,931,777,95
1761033536111,95,98,36.91,666,250,320,74
1761033536130,94,99,36.75,547,869,15,61
1761033536149,87,97,36.62,604,54,981,58
1761033536170,82,95,36.17,997,831,162,70
1761033536190,79,98,36.51,430,11,584,77
1761033536210,72,97,36.17,705,995,664,54
1761033536230,92,96,36.02,117,5,26,95
1761033536250,90,97,36.3,260,745,556,65
1761033536270,86,97,36.91,302,261,597,79
1761033536290,67,99,36.74,300,240,924,91
1761033536311,82,96,36.42,418,915,660,64
1761033536329,63,99,37.13,112,374,706,71
1761033536350,83,96,37.08,526,529,799,96
1761033536370,78,99,36.5,217,940,414,58
1761033536390,66,95,36.22,234,399,31,51
1761033536410,92,96,36.8,739,295,675,86
1761033536430,96,99,36.18,23,876,35,73
1761033536450,91,99,37.13,190,363,481,98
1761033536470,68,96,36.25,939,622,653,95
1761033536491,94,100,36.79,481,747,328,57
1761033536510,78,95,36.09,86,90,881,86
1761033536529,67,95,36.77,244,934,694,64
1761033536550,72,96,36.65,238,981,943,63
1761033536570,91,98,36.32,884,795,526,72
1761033536590,75,95,37.12,967,236,498,95
1761033536610,76,96,36.09,623,904,284,89
1761033536630,93,97,36.12,828,224,818,93
1761033536650,96,99,36.79,525,93,402,87
1761033536669,67,96,36.15,227,266,459,51
1761033536689,85,100,36.99,106,450,724,58
1761033536710,93,99,36.07,124,346,992,68
1761033536730,73,95,36.54,225,651,734,64
1761033536749,70,97,36.34,793,923,72,51
1761033536770,98,99,36.3,918,621,8,97
1761033536790,89,98,36.97,907,627,984,72
1761033536811,93,96,36.15,619,768,293,51
1761033536829,97,99,36.29,76,333,635,51
1761033536850,84,96,36.08,746,371,967,50
1761033536869,84,98,36.46,832,513,125,83
1761033536891,97,99,37.05,619,838,202,66
1761033536910,87,96,36.09,643,761,115,87
1761033536930,81,99,37.1,944,797,866,57
1761033536950,79,96,36.24,513,193,213,83
1761033536970,97,97,36.16,329,738,637,99
1761033536990,87,99,36.42,535,422,671,66
1761033537010,75,98,36.24,790,858,60,73
1761033537030,97,96,36.01,70,157,339,86
1761033537050,96,97,36.88,14,995,237,70
1761033537070,70,98,36.16,809,578,12,52
1761033537090,79,99,36.06,679,651,162,88
1761033537110,61,97,36.03,405,76,406,71
1761033537130,67,97,36.29,221,557,538,82
1761033537150,83,96,36.21,422,64,12,54
1761033537170,74,97,36.82,464,151,26,79
1761033537190,68,100,36.69,770,527,536,84
1761033537210,88,100,36.37,865,169,364,77
1761033537230,89,95,37.03,871,965,965,96
1761033537250,77,99,36.06,614,430,145,75
1761033537270,61,95,37.16,498,828,496,84
1761033537290,87,96,36.54,647,867,415,77
1761033537310,71,96,36.23,202,631,547,99
1761033537330,70,100,36.14,141,683,591,86
1761033537351,84,98,36.98,607,615,446,70
1761033537369,90,95,37.12,37,956,138,51
1761033537390,64,97,36.99,635,443,741,68
1761033537410,62,98,36.46,448,559,896,70
1761033537430,89,97,36.42,764,214,330,65
1761033537449,83,99,36.07,725,23,776,74
1761033537469,77,97,36.28,437,124,835,82
1761033537490,98,97,36.97,303,385,983,71
1761033537510,95,95,36.6,885,808,146,70
1761033537529,84,95,37.13,116,793,998,70
1761033537550,69,98,36.38,816,643,373,73
1761033537570,84,96,36.28,125,120,621,58
1761033537590,87,96,36.75,936,269,833,72
1761033537610,63,97,36.97,379,758,772,82
1761033537631,87,96,37.07,852,398,302,87
1761033537649,84,98,36.68,693,82,705,56
1761033537670,72,99,36.6,992,356,498,71
1761033537690,91,95,36.22,836,619,177,57
1761033537710,92,96,36.4,137,447,493,96
1761033537730,84,99,36.85,81,585,295,65
1761033537750,63,98,36.99,69,643,964,92
1761033537771,75,97,36.83,334,883,629,58
1761033537789,78,98,36.96,72,6,618,90
1761033537810,71,97,36.86,434,600,391,53
1761033537829,75,99,36.77,977,44,709,97
1761033537850,89,96,37.1,908,756,259,51
1761033537869,66,95,36.16,770,944,909,55
1761033537890,95,97,36.69,452,927,954,76
1761033537910,61,97,36.91,58,192,460,59
1761033537930,98,96,36.45,116,539,185,93
1761033537950,66,97,36.03,227,228,705,73
1761033537970,89,97,36.79,894,146,878,63
1761033537991,91,95,37.16,763,703,906,95
1761033538010,80,95,36.98,30,670,763,67
1761033538030,60,97,37.01,251,693,186,67
1761033538049,64,97,36.57,663,45,593,57
1761033538070,63,97,36.19,112,518,790,52
1761033538090,97,100,37.19,289,984,958,94
1761033538110,70,96,36.23,962,203,417,63
1761033538130,99,99,36.95,760,298,238,77
1761033538150,86,96,36.81,847,778,329,50
1761033538170,86,100,36.11,315,934,387,86
1761033538190,63,97,36.19,361,488,485,80
1761033538210,92,98,36.22,596,63,89,50
1761033538230,86,96,36.86,547,275,996,53
1761033538250,72,97,36.95,748,733,841,55
1761033538270,100,100,36.23,292,607,145,83
1761033538290,75,97,36.91,905,2,711,95
1761033538310,87,96,36.92,686,535,268,93
1761033538331,76,100,36.65,912,716,263,62
1761033538350,97,96,36.99,67,925,78,98
1761033538369,63,95,36.2,585,398,275,55
1761033538389,67,96,36.22,966,989,0,51
1761033538410,74,97,36.83,425,985,570,88
1761033538430,70,97,36.17,507,778,693,89
1761033538450,79,98,36.62,968,542,349,55
1761033538470,92,95,36.44,134,927,684,65
1761033538490,73,98,36.32,425,513,628,91
1761033538510,71,96,36.88,916,178,201,53
1761033538530,100,98,36.86,482,772,776,64
1761033538550,95,97,36.82,840,697,821,89
1761033538570,87,100,36.39,727,504,991,79
1761033538590,74,100,36.3,431,812,219,59
1761033538610,88,96,36.47,256,253,404,91
1761033538630,75,97,36.2,978,173,96,56
1761033538650,99,97,36.43,667,503,667,96
1761033538670,100,97,37.02,784,224,85,63
1761033538690,80,96,36.92,573,98,990,51
1761033538711,75,96,36.34,375,363,721,100
1761033538730,84,99,36.43,768,544,112,53
1761033538750,87,100,36.86,541,340,733,60
1761033538770,95,97,36.84,188,201,109,76
1761033538789,88,96,36.5,415,175,773,97
1761033538810,69,100,36.05,329,128,843,82
1761033538830,77,95,36.16,294,677,133,80
1761033538850,67,95,36.41,477,395,158,60
1761033538870,85,99,37.1,711,81,133,77
1761033538891,85,100,36.26,8,282,396,64
1761033538910,62,97,36.82,124,265,845,99
1761033538930,68,95,36.24,514,99,830,87
1761033538949,97,99,36.43,592,902,902,94
1761033538969,95,100,36.76,720,740,227,72
1761033538990,94,100,36.26,661,312,292,64
1761033539010,79,96,36.4,763,541,37,92
1761033539030,92,97,37.08,363,712,349,56
1761033539051,86,98,36.18,659,462,124,87
1761033539070,65,99,36.98,9,597,599,70
1761033539090,61,100,36.95,438,708,120,93
1761033539109,63,99,36.11,135,843,40,85
1761033539130,72,97,36.55,121,470,799,67
1761033539150,87,98,36.72,912,834,215,90
1761033539170,72,99,36.02,403,646,245,99
1761033539190,98,96,36.8,574,249,218,66
1761033539210,65,98,36.93,115,864,114,93
1761033539230,80,98,37.11,16,430,162,53
1761033539250,61,96,37.01,837,373,685,70
1761033539270,82,97,37.1,930,961,283,57
1761033539289,82,96,36.79,923,47,273,88
1761033539310,84,95,37.1,51,42,440,63
1761033539330,98,98,36.47,237,329,256,81
1761033539349,71,97,36.98,327,899,669,63
1761033539370,66,99,36.04,575,836,786,80
1761033539390,69,100,36.23,550,691,572,89
1761033539409,90,98,37.09,522,762,683,93
1761033539429,97,96,36.1,490,488,882,58
1761033539449,95,95,37.02,661,699,191,83
1761033539470,76,99,36.84,234,452,406,60
1761033539490,92,97,36.84,489,884,41,83
1761033539510,71,100,36.57,419,25,97,84
1761033539530,67,100,36.02,902,174,975,100
1761033539550,84,98,36.24,468,679,87,94
1761033539570,71,98,36.18,394,254,267,74
1761033539590,83,99,36.23,236,358,167,59
1761033539609,68,97,36.24,802,809,64,57
1761033539630,65,96,36.61,567,708,306,98
1761033539651,67,98,36.17,345,501,339,98
1761033539669,64,97,37.12,118,490,152,73
1761033539692,74,98,36.8,683,728,535,88
1761033539711,95,97,36.04,583,131,704,70
1761033539730,70,99,36.71,704,759,150,83
1761033539749,68,96,37.18,861,258,819,77
1761033539770,70,96,36.56,338,819,846,89
1761033539790,86,95,36.75,560,86,551,99
1761033539810,93,99,37.05,988,527,445,73
1761033539830,74,99,36.09,298,730,702,76
1761033539850,99,100,36.25,38,165,785,98
1761033539870,68,95,36.84,812,161,900,64
1761033539890,88,95,37.12,845,673,980,85
1761033539911,67,97,36.32,796,95,986,87
1761033539929,85,97,36.9,330,961,167,68
1761033539949,93,99,36.61,521,860,64,51
1761033539971,68,96,36.13,168,890,946,62
1761033539990,91,98,36.47,503,587,955,60
1761033540009,83,97,36.97,129,316,937,95
1761033540030,68,96,36.78,666,266,440,80
1761033540050,71,97,37.08,541,151,824,97
1761033540069,67,97,37.19,431,368,352,56
1761033540090,73,97,36.43,194,961,523,94
1761033540110,86,100,36.02,741,448,670,64
1761033540131,94,99,36.75,538,667,101,72
1761033540150,70,100,37.14,238,276,573,63
1761033540170,73,96,36.01,237,157,445,98
1761033540190,88,97,36.37,573,853,871,65
1761033540210,77,97,37.05,969,919,351,96
1761033540230,67,100,36.41,592,800,452,94
1761033540250,98,99,36.71,982,223,657,65
1761033540270,85,100,36.33,608,59,693,69
1761033540289,98,96,37.12,886,864,748,58
1761033540310,67,96,36.11,618,175,351,60
1761033540331,73,96,36.32,573,414,628,92
1761033540350,69,97,36.6,65,844,439,91
1761033540370,70,97,36.59,216,188,386,77
1761033540390,82,99,36.58,918,533,713,87
1761033540410,88,97,36.23,514,224,560,83
1761033540430,67,99,36,926,668,80,95
1761033540450,71,96,36.94,998,494,758,70
1761033540469,79,99,37.04,439,301,507,87
1761033540490,80,100,36.12,538,266,843,91
1761033540509,83,99,36.37,908,172,798,64
1761033540530,75,98,36.08,231,239,461,86
1761033540550,82,99,36.87,117,901,591,56
1761033540570,91,99,36.01,272,520,215,64
1761033540590,90,98,36.13,109,526,756,89
1761033540610,93,97,36.72,580,152,927,85
1761033540630,82,99,36.25,169,61,865,96
1761033540650,91,97,37.15,855,479,70,52
1761033540670,89,96,36.79,403,760,283,75
1761033540691,75,96,37,144,127,652,92
1761033540710,66,100,36.29,903,555,523,60
1761033540730,77,98,36.84,113,333,449,59
1761033540750,95,97,37.09,415,278,5,74
1761033540770,60,98,36.71,344,497,95,83
1761033540789,99,96,36.45,899,661,169,77
1761033540810,80,98,37.13,651,977,831,86
1761033540830,94,96,36.85,807,244,353,50
1761033540850,70,96,36.94,553,706,333,82
1761033540870,80,96,36.68,154,597,278,57
1761033540891,70,96,36.73,192,233,946,55
1761033540910,67,96,36.51,113,269,770,51
1761033540930,89,98,37.13,956,183,260,99
1761033540949,99,98,36.24,862,273,678,58
1761033540971,64,98,36.88,446,601,76,81
1761033540989,66,98,36.36,503,315,700,68
1761033541010,79,97,36.2,274,865,291,60
1761033541030,82,99,36.19,576,592,558,98
1761033541050,70,96,36.52,120,779,605,100
1761033541070,63,99,36.02,188,174,507,77
1761033541090,95,98,36.07,374,784,533,77
1761033541109,72,98,36.07,853,920,156,79
1761033541130,84,95,36.64,896,916,165,70
1761033541150,81,97,36.94,933,913,805,55
1761033541170,92,100,36.07,299,331,0,79
1761033541190,73,97,36.13,822,884,739,98
1761033541210,69,100,36.17,368,463,916,79
1761033541229,95,97,36.65,868,16,581,70
1761033541249,72,98,37.2,364,323,999,86
1761033541270,93,96,36.04,554,406,940,75
1761033541289,82,95,36.02,489,831,366,88
1761033541310,82,100,37.06,778,831,18,64
1761033541329,86,100,36.09,151,663,208,87
1761033541350,82,97,36.39,803,538,508,98
1761033541370,85,99,36.57,145,120,163,72
1761033541390,60,98,36.66,789,366,2,61
1761033541410,60,98,36.9,985,50,884,62
1761033541430,88,97,36.68,685,792,902,96
1761033541450,87,97,36.35,703,511,53,51
1761033541470,73,95,36.46,973,638,523,80
1761033541490,97,97,36.07,550,151,332,74
1761033541510,98,99,36.68,31,231,150,85
1761033541531,98,99,36.21,15,710,475,60
1761033541550,80,95,37.05,740,522,509,93
1761033541569,96,99,36.58,267,278,161,71
1761033541590,97,97,36.16,177,463,682,75
1761033541610,68,99,36.73,729,957,212,67
1761033541630,78,99,37.11,914,778,461,96
1761033541650,100,99,36.64,755,513,85,55
1761033541670,99,96,37.15,175,587,934,79
1761033541690,89,96,36.3,67,1,900,71
1761033541710,63,97,36.57,266,796,637,68
1761033541730,69,100,36.21,259,29,454,96
1761033541749,67,100,36.09,764,261,718,67
1761033541770,82,98,36.99,179,183,15,53
1761033541790,62,99,36.03,985,781,22,51
1761033541810,87,98,36.64,979,970,535,94
1761033541830,94,95,36.94,372,101,176,66
1761033541850,69,95,37.05,360,595,251,64
1761033541871,68,96,36.02,963,941,953,73
1761033541889,74,96,36.93,410,756,847,73
1761033541908,92,96,36.08,736,774,616,60
1761033541930,66,98,37.18,196,5,809,54
1761033541950,81,97,36.2,594,529,399,95
1761033541970,81,99,36.09,682,0,911,64
1761033541990,66,100,37.04,844,84,382,83
1761033542009,96,98,37,103,899,818,94
1761033542029,65,97,36.58,132,565,584,58
1761033542050,83,99,36.74,358,82,806,94
1761033542070,93,99,36.13,958,597,796,88
1761033542090,61,97,37.06,486,76,277,80
1761033542110,80,95,36.08,10,219,497,98
1761033542130,77,99,36.48,3,159,610,52
1761033542150,95,96,36.38,439,789,380,85
1761033542170,86,96,36.36,397,400,538,52
1761033542190,86,95,36.98,757,606,38,64
1761033542210,93,98,37.17,714,250,284,83
1761033542230,78,98,36.43,779,652,834,95
1761033542250,61,99,36.63,142,990,932,69
1761033542270,97,96,36.79,443,50,915,100
1761033542290,98,96,36.85,882,629,192,100
1761033542310,61,98,36.48,220,977,784,54
1761033542329,61,96,36.13,427,434,905,92
1761033542349,67,96,36.84,300,107,70,77
1761033542369,64,97,36.35,636,542,629,89
1761033542388,94,100,37.16,417,306,718,75
1761033542409,62,95,36.33,124,161,515,99
1761033542430,69,95,36.92,894,934,327,55
1761033542450,95,97,36.39,438,473,427,65
1761033542470,97,97,36.51,237,642,675,91
1761033542490,66,97,36.38,227,369,191,90
1761033542511,91,98,36.2,264,598,209,93
1761033542529,75,98,36.49,702,651,166,50
1761033542550,77,100,36.07,385,990,683,63
1761033542569,90,98,36.36,169,760,50,95
1761033542590,87,100,36.71,604,201,936,92
1761033542610,64,99,36.66,467,304,720,73
1761033542630,84,96,36.51,548,915,796,90
1761033542649,64,96,36,70,674,959,58
1761033542670,75,98,36.49,643,507,183,56
1761033542690,78,98,37.2,914,805,520,67
1761033542711,75,97,36.69,20,587,951,68
1761033542729,77,97,36.59,505,174,410,91
1761033542750,72,95,36.14,600,493,864,81
1761033542770,81,97,36.91,224,223,517,60
1761033542790,67,96,36.61,428,261,691,80
1761033542810,71,96,37.1,203,92,314,75
1761033542830,76,98,36.47,851,275,463,57
1761033542850,87,97,37.1,741,78,66,69
1761033542870,83,100,37.05,483,817,643,53
1761033542890,60,98,36.32,186,887,833,74
1761033542911,79,98,36.25,536,833,294,75
1761033542929,81,97,37.08,983,716,323,88
1761033542948,98,98,36.51,195,430,336,94
1761033542970,74,98,36.41,719,840,135,78
1761033542990,82,99,37.1,223,466,396,78
1761033543010,96,98,36.32,509,2,65,59
1761033543030,94,99,36.16,247,135,333,97
1761033543050,77,97,36.3,290,528,345,88
1761033543070,74,96,36.46,746,159,92,53
1761033543090,83,98,37.12,878,74,566,77
